"hh_id","latitude","longitude","size"
135,51.22,4.44,1
136,51.22,4.44,1
137,51.25,4.45,1
138,51.22,4.44,2
139,51.22,4.44,2
140,51.25,4.45,1
141,51.24,4.4616,4
142,51.24,4.4616,5
143,51.24,4.4616,2
144,51.2165,4.40779,4
145,51.24,4.4616,1
146,51.2307,4.42437,1
147,51.22,4.44,4
148,51.22,4.46,1
149,51.22,4.44,2
150,51.2307,4.42437,2
151,51.22,4.44,2
152,51.2307,4.42437,1
153,51.2165,4.40779,5
154,51.22,4.46,11
155,51.2307,4.42437,2
156,51.25,4.45,3
157,51.25,4.45,3
158,51.2307,4.42437,4
159,51.25,4.45,3
160,51.22,4.44,4
161,51.24,4.4616,3
162,51.22,4.44,4
163,51.22,4.44,1
164,51.22,4.46,4
165,51.22,4.44,3
166,51.25,4.45,4
167,51.2165,4.40779,3
168,51.22,4.46,1
169,51.2307,4.42437,4
170,51.2165,4.40779,1
171,51.22,4.44,3
172,51.22,4.44,4
173,51.2165,4.40779,4
174,51.25,4.45,5
175,51.25,4.45,6
176,51.22,4.44,3
177,51.2307,4.42437,2
178,51.2307,4.42437,2
179,51.25,4.45,6
180,51.22,4.44,3
181,51.2307,4.42437,4
182,51.25,4.45,2
183,51.2307,4.42437,1
184,51.25,4.45,4
185,51.22,4.44,3
186,51.24,4.4616,4
187,51.25,4.45,4
188,51.25,4.45,4
189,51.22,4.46,3
190,51.25,4.45,2
191,51.2165,4.40779,4
192,51.22,4.44,5
193,51.24,4.4616,2
194,51.22,4.46,3
195,51.22,4.46,1
196,51.22,4.46,4
197,51.25,4.45,2
198,51.22,4.44,5
199,51.22,4.44,5
200,51.22,4.44,4
201,51.22,4.46,4
202,51.25,4.45,3
203,51.24,4.4616,4
204,51.22,4.44,2
205,51.22,4.46,3
206,51.2165,4.40779,5
207,51.25,4.45,1
208,51.22,4.44,2
209,51.2307,4.42437,2
210,51.25,4.45,4
211,51.22,4.46,1
212,51.22,4.46,2
213,51.2165,4.40779,5
214,51.22,4.44,5
215,51.25,4.45,2
216,51.25,4.45,1
217,51.25,4.45,6
218,51.25,4.45,4
219,51.2165,4.40779,3
220,51.24,4.4616,4
221,51.22,4.46,1
222,51.22,4.46,4
223,51.22,4.46,4
224,51.2165,4.40779,2
225,51.25,4.45,4
226,51.2165,4.40779,2
227,51.22,4.44,2
228,51.2307,4.42437,5
229,51.24,4.4616,3
230,51.22,4.44,3
231,51.22,4.44,2
232,51.25,4.45,4
233,51.2307,4.42437,3
234,51.2165,4.40779,2
235,51.25,4.45,4
236,51.22,4.46,2
237,51.25,4.45,3
238,51.25,4.45,4
239,51.22,4.44,2
240,51.2307,4.42437,4
241,51.22,4.46,4
242,51.25,4.45,3
243,51.22,4.44,2
244,51.25,4.45,3
245,51.22,4.44,5
246,51.22,4.46,3
247,51.25,4.45,4
248,51.2165,4.40779,4
249,51.22,4.44,3
250,51.22,4.44,3
251,51.25,4.45,5
252,51.25,4.45,5
253,51.2307,4.42437,1
254,51.22,4.44,3
255,51.25,4.45,3
256,51.24,4.4616,1
257,51.22,4.46,6
258,51.25,4.45,3
259,51.22,4.44,2
260,51.2307,4.42437,3
261,51.22,4.46,1
262,51.22,4.44,4
263,51.22,4.46,2
264,51.25,4.45,3
265,51.2165,4.40779,3
266,51.24,4.4616,1
267,51.2307,4.42437,5
268,51.22,4.46,2
269,51.25,4.45,4
270,51.2165,4.40779,4
271,51.25,4.45,4
272,51.22,4.46,6
273,51.25,4.45,1
274,51.22,4.44,2
275,51.22,4.46,2
276,51.25,4.45,2
277,51.24,4.4616,2
278,51.2307,4.42437,4
279,51.22,4.44,3
280,51.25,4.45,5
281,51.25,4.45,4
282,51.22,4.44,2
283,51.25,4.45,1
284,51.2307,4.42437,3
285,51.25,4.45,2
286,51.22,4.44,1
287,51.22,4.44,3
288,51.22,4.44,1
289,51.25,4.45,2
290,51.22,4.44,5
291,51.2165,4.40779,5
292,51.22,4.46,5
293,51.22,4.46,3
294,51.22,4.44,1
295,51.22,4.46,1
296,51.2165,4.40779,1
297,51.22,4.46,5
298,51.22,4.44,4
299,51.2165,4.40779,4
300,51.22,4.44,2
301,51.22,4.46,1
302,51.25,4.45,3
303,51.24,4.4616,2
304,51.2307,4.42437,3
305,51.22,4.44,3
306,51.25,4.45,4
307,51.22,4.44,4
308,51.22,4.44,2
309,51.25,4.45,3
310,51.22,4.44,4
311,51.22,4.44,4
312,51.25,4.45,1
313,51.22,4.44,2
314,51.22,4.44,1
315,51.22,4.44,5
316,51.22,4.46,4
317,51.22,4.44,2
318,51.2307,4.42437,4
319,51.2307,4.42437,6
320,51.22,4.44,1
321,51.22,4.46,2
322,51.22,4.46,2
323,51.2307,4.42437,3
324,51.22,4.44,7
325,51.22,4.46,2
326,51.24,4.4616,2
327,51.22,4.44,2
328,51.25,4.45,1
329,51.25,4.45,3
330,51.24,4.4616,3
331,51.22,4.44,7
332,51.25,4.45,3
333,51.2307,4.42437,3
334,51.2307,4.42437,3
335,51.25,4.45,3
336,51.22,4.44,2
337,51.22,4.44,3
338,51.2307,4.42437,2
339,51.2165,4.40779,4
340,51.22,4.44,3
341,51.22,4.46,4
342,51.22,4.44,1
343,51.25,4.45,1
344,51.22,4.46,2
345,51.25,4.45,2
346,51.2165,4.40779,3
347,51.22,4.46,4
348,51.25,4.45,2
349,51.22,4.44,2
350,51.22,4.44,4
351,51.2165,4.40779,3
352,51.22,4.44,4
353,51.22,4.46,3
354,51.22,4.46,3
355,51.2307,4.42437,2
356,51.25,4.45,1
357,51.22,4.44,1
358,51.2165,4.40779,1
359,51.2165,4.40779,4
360,51.22,4.46,3
361,51.22,4.46,4
362,51.25,4.45,3
363,51.2307,4.42437,2
364,51.25,4.45,3
365,51.2307,4.42437,3
366,51.22,4.46,5
367,51.22,4.44,2
368,51.22,4.44,2
369,51.25,4.45,2
370,51.25,4.45,3
371,51.25,4.45,5
372,51.22,4.44,1
373,51.2165,4.40779,4
374,51.22,4.46,3
375,51.22,4.46,2
376,51.2307,4.42437,1
377,51.2307,4.42437,2
378,51.24,4.4616,2
379,51.24,4.4616,3
380,51.22,4.44,1
381,51.25,4.45,2
382,51.22,4.46,4
383,51.25,4.45,2
384,51.22,4.44,6
385,51.22,4.44,2
386,51.24,4.4616,2
387,51.25,4.45,4
388,51.22,4.46,2
389,51.22,4.46,4
390,51.2307,4.42437,2
391,51.22,4.44,6
392,51.22,4.44,5
393,51.25,4.45,2
394,51.22,4.46,1
395,51.2165,4.40779,4
396,51.25,4.45,1
397,51.22,4.46,5
398,51.22,4.44,2
399,51.22,4.46,3
400,51.22,4.44,2
401,51.25,4.45,2
402,51.22,4.46,5
403,51.2165,4.40779,3
404,51.2165,4.40779,4
405,51.22,4.44,2
406,51.25,4.45,3
407,51.24,4.4616,3
408,51.25,4.45,4
409,51.25,4.45,5
410,51.25,4.45,2
411,51.22,4.44,4
412,51.22,4.46,1
413,51.22,4.44,5
414,51.25,4.45,6
415,51.22,4.44,5
416,51.22,4.46,4
417,51.2307,4.42437,1
418,51.22,4.44,4
419,51.2307,4.42437,5
420,51.22,4.44,1
421,51.25,4.45,3
422,51.24,4.4616,4
423,51.22,4.44,1
424,51.22,4.44,2
425,51.22,4.44,2
426,51.22,4.46,2
427,51.2165,4.40779,3
428,51.2307,4.42437,3
429,51.22,4.44,1
430,51.22,4.44,5
431,51.22,4.46,2
432,51.2307,4.42437,1
433,51.25,4.45,4
434,51.2165,4.40779,5
435,51.22,4.44,4
436,51.2307,4.42437,5
437,51.25,4.45,4
438,51.2165,4.40779,4
439,51.22,4.46,4
440,51.22,4.46,4
441,51.24,4.4616,2
442,51.22,4.46,1
443,51.22,4.46,5
444,51.2165,4.40779,4
445,51.2165,4.40779,2
446,51.22,4.44,1
447,51.25,4.45,2
448,51.25,4.45,2
449,51.22,4.46,2
450,51.22,4.44,3
451,51.22,4.44,1
452,51.22,4.44,4
453,51.22,4.44,1
454,51.25,4.45,1
455,51.25,4.45,1
456,51.2307,4.42437,4
457,51.22,4.44,4
458,51.25,4.45,2
459,51.2307,4.42437,4
460,51.24,4.4616,5
461,51.2307,4.42437,3
462,51.2165,4.40779,4
463,51.2165,4.40779,2
464,51.25,4.45,4
465,51.22,4.46,5
466,51.2165,4.40779,4
467,51.22,4.44,2
468,51.22,4.46,2
469,51.24,4.4616,5
470,51.22,4.46,4
471,51.2165,4.40779,3
472,51.25,4.45,3
473,51.25,4.45,1
474,51.2165,4.40779,5
475,51.2307,4.42437,4
476,51.22,4.44,5
477,51.25,4.45,4
478,51.24,4.4616,3
479,51.25,4.45,2
480,51.25,4.45,3
481,51.22,4.46,4
482,51.25,4.45,3
483,51.2307,4.42437,2
484,51.22,4.46,4
485,51.22,4.46,4
486,51.2165,4.40779,4
487,51.25,4.45,5
488,51.22,4.44,3
489,51.2165,4.40779,3
490,51.24,4.4616,5
491,51.22,4.46,3
492,51.22,4.46,2
493,51.24,4.4616,3
494,51.25,4.45,3
495,51.2307,4.42437,2
496,51.2165,4.40779,2
497,51.22,4.44,2
498,51.25,4.45,4
499,51.22,4.44,4
500,51.2307,4.42437,2
501,51.25,4.45,6
502,51.2307,4.42437,4
503,51.22,4.46,2
504,51.22,4.44,3
505,51.22,4.46,3
506,51.22,4.44,4
507,51.25,4.45,6
508,51.22,4.44,2
509,51.2307,4.42437,2
510,51.22,4.46,5
511,51.22,4.46,2
512,51.22,4.44,4
513,51.22,4.46,4
514,51.25,4.45,2
515,51.22,4.44,4
516,51.25,4.45,4
517,51.25,4.45,4
518,51.2165,4.40779,4
519,51.25,4.45,2
520,51.25,4.45,3
521,51.22,4.46,1
522,51.25,4.45,4
523,51.25,4.45,2
524,51.24,4.4616,2
525,51.22,4.44,2
526,51.24,4.4616,2
527,51.2165,4.40779,1
528,51.2307,4.42437,2
529,51.25,4.45,3
530,51.22,4.46,4
531,51.24,4.4616,1
532,51.2165,4.40779,2
533,51.22,4.46,2
534,51.22,4.44,4
535,51.22,4.44,5
536,51.22,4.46,5
537,51.22,4.46,2
538,51.25,4.45,4
539,51.25,4.45,1
540,51.22,4.46,1
541,51.22,4.44,5
542,51.25,4.45,2
543,51.25,4.45,2
544,51.22,4.44,4
545,51.2307,4.42437,4
546,51.22,4.46,2
547,51.22,4.44,2
548,51.22,4.44,3
549,51.22,4.44,2
550,51.25,4.45,3
551,51.25,4.45,3
552,51.22,4.46,3
553,51.22,4.46,5
554,51.22,4.44,2
555,51.22,4.44,4
556,51.2307,4.42437,2
557,51.2307,4.42437,2
558,51.2307,4.42437,1
559,51.25,4.45,2
560,51.25,4.45,2
561,51.25,4.45,2
562,51.22,4.44,4
563,51.25,4.45,2
564,51.22,4.46,2
565,51.2307,4.42437,3
566,51.22,4.46,2
567,51.2165,4.40779,5
568,51.25,4.45,3
569,51.2307,4.42437,4
570,51.2165,4.40779,1
571,51.25,4.45,2
572,51.22,4.44,1
573,51.22,4.46,1
574,51.22,4.44,2
575,51.22,4.44,4
576,51.25,4.45,4
577,51.22,4.44,2
578,51.22,4.46,4
579,51.22,4.44,3
580,51.22,4.44,4
581,51.24,4.4616,2
582,51.2165,4.40779,5
583,51.2165,4.40779,4
584,51.22,4.46,2
585,51.25,4.45,3
586,51.25,4.45,3
587,51.24,4.4616,4
588,51.2307,4.42437,3
589,51.24,4.4616,4
590,51.22,4.44,3
591,51.22,4.44,3
592,51.22,4.46,5
593,51.22,4.44,2
594,51.22,4.44,4
595,51.22,4.44,3
596,51.25,4.45,3
597,51.22,4.46,1
598,51.2307,4.42437,2
599,51.2165,4.40779,4
600,51.24,4.4616,4
601,51.25,4.45,5
602,51.24,4.4616,5
603,51.24,4.4616,2
604,51.2307,4.42437,4
605,51.22,4.44,3
606,51.2307,4.42437,10
607,51.22,4.46,5
608,51.22,4.44,2
609,51.22,4.44,8
610,51.22,4.44,2
611,51.2165,4.40779,3
612,51.22,4.46,2
613,51.2165,4.40779,1
614,51.2307,4.42437,3
615,51.22,4.44,5
616,51.22,4.44,3
617,51.22,4.44,3
618,51.24,4.4616,1
619,51.24,4.4616,2
620,51.2165,4.40779,5
621,51.25,4.45,2
622,51.2307,4.42437,3
623,51.24,4.4616,4
624,51.22,4.44,2
625,51.22,4.46,3
626,51.2307,4.42437,3
627,51.22,4.44,4
628,51.25,4.45,1
629,51.2165,4.40779,4
630,51.25,4.45,5
631,51.25,4.45,2
632,51.25,4.45,4
633,51.22,4.46,4
634,51.25,4.45,4
635,51.24,4.4616,4
636,51.2307,4.42437,3
637,51.2165,4.40779,2
638,51.25,4.45,5
639,51.24,4.4616,5
640,51.25,4.45,1
641,51.2165,4.40779,5
642,51.24,4.4616,2
643,51.24,4.4616,3
644,51.24,4.4616,4
645,51.2165,4.40779,2
646,51.25,4.45,3
647,51.22,4.44,1
648,51.22,4.46,4
649,51.22,4.44,3
650,51.25,4.45,4
651,51.25,4.45,4
652,51.22,4.46,2
653,51.22,4.46,2
654,51.24,4.4616,2
655,51.2307,4.42437,2
656,51.22,4.44,4
657,51.22,4.46,3
658,51.25,4.45,2
659,51.24,4.4616,3
660,51.25,4.45,3
661,51.2165,4.40779,3
662,51.22,4.46,5
663,51.22,4.46,2
664,51.2307,4.42437,3
665,51.2307,4.42437,5
666,51.22,4.46,4
667,51.25,4.45,3
668,51.25,4.45,3
669,51.25,4.45,2
670,51.25,4.45,1
671,51.22,4.46,4
672,51.22,4.44,3
673,51.25,4.45,2
674,51.22,4.46,4
675,51.25,4.45,4
676,51.22,4.46,4
677,51.22,4.46,3
678,51.22,4.44,6
679,51.2165,4.40779,2
680,51.22,4.44,1
681,51.22,4.46,5
682,51.2307,4.42437,2
683,51.22,4.44,4
684,51.22,4.44,5
685,51.22,4.44,2
686,51.22,4.44,3
687,51.22,4.44,2
688,51.2165,4.40779,4
689,51.22,4.46,2
690,51.22,4.46,7
691,51.22,4.46,2
692,51.22,4.46,4
693,51.25,4.45,2
694,51.25,4.45,1
695,51.22,4.44,4
696,51.22,4.46,2
697,51.2307,4.42437,4
698,51.22,4.46,4
699,51.22,4.44,1
700,51.22,4.44,4
701,51.22,4.44,2
702,51.22,4.44,1
703,51.22,4.44,1
704,51.25,4.45,4
705,51.25,4.45,2
706,51.22,4.46,2
707,51.22,4.44,5
708,51.25,4.45,4
709,51.22,4.44,2
710,51.2165,4.40779,8
711,51.25,4.45,2
712,51.2165,4.40779,3
713,51.25,4.45,5
714,51.2165,4.40779,2
715,51.22,4.46,2
716,51.2165,4.40779,4
717,51.2165,4.40779,1
718,51.22,4.44,4
719,51.22,4.46,2
720,51.22,4.44,3
721,51.22,4.46,2
722,51.25,4.45,2
723,51.22,4.46,1
724,51.22,4.44,3
725,51.25,4.45,2
726,51.22,4.44,3
727,51.22,4.44,2
728,51.25,4.45,1
729,51.22,4.46,1
730,51.22,4.46,3
731,51.22,4.44,2
732,51.2307,4.42437,2
733,51.22,4.44,3
734,51.22,4.44,1
735,51.22,4.46,4
736,51.2307,4.42437,4
737,51.22,4.44,4
738,51.22,4.46,4
739,51.25,4.45,4
740,51.22,4.44,1
741,51.25,4.45,3
742,51.2307,4.42437,1
743,51.2165,4.40779,5
744,51.2307,4.42437,2
745,51.22,4.46,6
746,51.22,4.44,6
747,51.22,4.44,5
748,51.22,4.46,2
749,51.2165,4.40779,3
750,51.22,4.44,3
751,51.25,4.45,3
752,51.22,4.44,4
753,51.25,4.45,2
754,51.22,4.44,3
755,51.22,4.46,3
756,51.22,4.46,1
757,51.2307,4.42437,4
758,51.22,4.44,3
759,51.2165,4.40779,4
760,51.22,4.44,3
761,51.24,4.4616,3
762,51.24,4.4616,4
763,51.2307,4.42437,2
764,51.22,4.46,4
765,51.22,4.44,3
766,51.24,4.4616,1
767,51.25,4.45,6
768,51.22,4.46,4
769,51.22,4.46,5
770,51.2307,4.42437,6
771,51.22,4.46,1
772,51.2307,4.42437,2
773,51.2307,4.42437,2
774,51.22,4.46,1
775,51.22,4.44,4
776,51.25,4.45,4
777,51.22,4.46,5
778,51.2165,4.40779,3
779,51.22,4.46,4
780,51.25,4.45,2
781,51.22,4.44,4
782,51.2307,4.42437,2
783,51.2165,4.40779,2
784,51.22,4.44,1
785,51.24,4.4616,2
786,51.22,4.46,1
787,51.2165,4.40779,2
788,51.22,4.44,3
789,51.25,4.45,2
790,51.22,4.46,2
791,51.22,4.44,2
792,51.22,4.46,3
793,51.22,4.46,2
794,51.2307,4.42437,4
795,51.25,4.45,4
796,51.25,4.45,5
797,51.24,4.4616,3
798,51.22,4.46,4
799,51.2307,4.42437,2
800,51.22,4.44,3
801,51.22,4.46,2
802,51.22,4.46,6
803,51.22,4.44,5
804,51.22,4.44,2
805,51.2165,4.40779,2
806,51.25,4.45,6
807,51.25,4.45,3
808,51.2307,4.42437,4
809,51.25,4.45,1
810,51.22,4.44,3
811,51.22,4.44,2
812,51.24,4.4616,3
813,51.24,4.4616,5
814,51.22,4.46,1
815,51.22,4.46,1
816,51.22,4.44,4
817,51.2307,4.42437,3
818,51.25,4.45,5
819,51.22,4.46,5
820,51.22,4.44,4
821,51.22,4.46,3
822,51.22,4.44,2
823,51.2165,4.40779,4
824,51.2165,4.40779,3
825,51.2307,4.42437,2
826,51.2307,4.42437,4
827,51.22,4.46,5
828,51.2165,4.40779,1
829,51.22,4.44,3
830,51.2307,4.42437,4
831,51.22,4.44,4
832,51.2165,4.40779,1
833,51.22,4.46,3
834,51.25,4.45,5
835,51.25,4.45,4
836,51.22,4.46,2
837,51.24,4.4616,2
838,51.22,4.44,2
839,51.2307,4.42437,2
840,51.25,4.45,1
841,51.24,4.4616,1
842,51.22,4.46,1
843,51.25,4.45,1
844,51.2307,4.42437,3
845,51.2165,4.40779,1
846,51.25,4.45,2
847,51.25,4.45,2
848,51.22,4.46,4
849,51.22,4.46,3
850,51.25,4.45,3
851,51.22,4.44,2
852,51.22,4.46,3
853,51.24,4.4616,3
854,51.22,4.46,1
855,51.22,4.46,1
856,51.25,4.45,2
857,51.2165,4.40779,3
858,51.22,4.44,3
859,51.2165,4.40779,4
860,51.22,4.44,3
861,51.2307,4.42437,2
862,51.2165,4.40779,1
863,51.22,4.46,2
864,51.2307,4.42437,3
865,51.22,4.44,3
866,51.2165,4.40779,4
867,51.2307,4.42437,4
868,51.22,4.46,4
869,51.25,4.45,4
870,51.22,4.44,3
871,51.25,4.45,1
872,51.25,4.45,1
873,51.22,4.46,4
874,51.24,4.4616,3
875,51.22,4.44,2
876,51.2307,4.42437,2
877,51.2307,4.42437,3
878,51.25,4.45,4
879,51.2165,4.40779,3
880,51.2165,4.40779,4
881,51.22,4.44,5
882,51.25,4.45,2
883,51.2307,4.42437,2
884,51.25,4.45,2
885,51.22,4.46,4
886,51.25,4.45,4
887,51.24,4.4616,3
888,51.22,4.46,5
889,51.25,4.45,3
890,51.24,4.4616,2
891,51.25,4.45,2
892,51.25,4.45,2
893,51.22,4.46,1
894,51.25,4.45,4
895,51.22,4.46,3
896,51.22,4.46,4
897,51.25,4.45,2
898,51.24,4.4616,2
899,51.22,4.44,2
900,51.22,4.46,3
901,51.25,4.45,2
902,51.22,4.46,2
903,51.22,4.46,4
904,51.24,4.4616,1
905,51.22,4.46,2
906,51.25,4.45,5
907,51.22,4.44,2
908,51.22,4.46,2
909,51.2165,4.40779,6
910,51.24,4.4616,1
911,51.2165,4.40779,2
912,51.25,4.45,4
913,51.22,4.46,2
914,51.22,4.44,2
915,51.22,4.46,2
916,51.24,4.4616,1
917,51.22,4.46,2
918,51.22,4.46,4
919,51.22,4.44,5
920,51.22,4.46,2
921,51.22,4.46,1
922,51.22,4.46,4
923,51.22,4.46,4
924,51.22,4.44,4
925,51.25,4.45,4
926,51.2307,4.42437,4
927,51.22,4.44,2
928,51.25,4.45,2
929,51.22,4.44,4
930,51.2307,4.42437,2
931,51.2165,4.40779,4
932,51.25,4.45,3
933,51.22,4.46,3
934,51.22,4.46,1
935,51.22,4.46,2
936,51.2165,4.40779,1
937,51.25,4.45,1
938,51.24,4.4616,4
939,51.22,4.46,3
940,51.24,4.4616,5
941,51.2165,4.40779,2
942,51.22,4.46,3
943,51.22,4.46,2
944,51.24,4.4616,3
945,51.24,4.4616,3
946,51.22,4.44,4
947,51.22,4.44,5
948,51.25,4.45,3
949,51.22,4.46,1
950,51.22,4.46,1
951,51.2165,4.40779,3
952,51.24,4.4616,2
953,51.25,4.45,2
954,51.25,4.45,4
955,51.25,4.45,4
956,51.2307,4.42437,2
957,51.22,4.46,1
958,51.22,4.44,3
959,51.2307,4.42437,4
960,51.2307,4.42437,3
961,51.2165,4.40779,3
962,51.2307,4.42437,1
963,51.22,4.46,1
964,51.24,4.4616,5
965,51.22,4.44,3
966,51.2165,4.40779,4
967,51.24,4.4616,4
968,51.22,4.46,1
969,51.22,4.44,2
970,51.2165,4.40779,1
971,51.2307,4.42437,4
972,51.22,4.44,4
973,51.2307,4.42437,2
974,51.2165,4.40779,4
975,51.25,4.45,3
976,51.24,4.4616,3
977,51.22,4.44,2
978,51.24,4.4616,2
979,51.2307,4.42437,3
980,51.2165,4.40779,1
981,51.25,4.45,3
982,51.25,4.45,6
983,51.25,4.45,5
984,51.22,4.46,4
985,51.22,4.44,3
986,51.24,4.4616,4
987,51.25,4.45,2
988,51.2307,4.42437,4
989,51.25,4.45,2
990,51.25,4.45,3
991,51.24,4.4616,2
992,51.2307,4.42437,1
993,51.22,4.46,3
994,51.25,4.45,4
995,51.25,4.45,4
996,51.22,4.44,5
997,51.22,4.44,3
998,51.22,4.46,4
999,51.25,4.45,6
1000,51.2307,4.42437,4
1001,51.2165,4.40779,3
1002,51.22,4.44,2
1003,51.22,4.46,3
1004,51.2307,4.42437,4
1005,51.22,4.44,3
1006,51.22,4.46,2
1007,51.22,4.44,2
1008,51.24,4.4616,2
1009,51.2165,4.40779,2
1010,51.22,4.46,1
1011,51.22,4.44,4
1012,51.2307,4.42437,2
1013,51.22,4.44,4
1014,51.22,4.44,3
1015,51.24,4.4616,4
1016,51.22,4.44,2
1017,51.22,4.46,5
1018,51.24,4.4616,2
1019,51.22,4.44,2
1020,51.22,4.46,2
1021,51.25,4.45,7
1022,51.24,4.4616,4
1023,51.25,4.45,2
1024,51.25,4.45,2
1025,51.22,4.44,4
1026,51.25,4.45,2
1027,51.25,4.45,5
1028,51.25,4.45,2
1029,51.22,4.46,1
1030,51.22,4.44,4
1031,51.22,4.46,3
1032,51.24,4.4616,2
1033,51.25,4.45,2
1034,51.2307,4.42437,4
1035,51.22,4.46,4
1036,51.2307,4.42437,3
1037,51.22,4.46,5
1038,51.25,4.45,2
1039,51.24,4.4616,1
1040,51.25,4.45,6
1041,51.25,4.45,1
1042,51.22,4.44,2
1043,51.22,4.46,3
1044,51.22,4.46,3
1045,51.22,4.44,4
1046,51.24,4.4616,4
1047,51.24,4.4616,3
1048,51.2307,4.42437,3
1049,51.25,4.45,4
1050,51.25,4.45,3
1051,51.22,4.44,3
1052,51.22,4.44,2
1053,51.2307,4.42437,2
1054,51.2307,4.42437,5
1055,51.22,4.46,4
1056,51.2165,4.40779,4
1057,51.22,4.44,2
1058,51.25,4.45,2
1059,51.22,4.44,2
1060,51.2307,4.42437,4
1061,51.2307,4.42437,4
1062,51.22,4.46,4
1063,51.22,4.46,3
1064,51.22,4.46,3
1065,51.25,4.45,3
1066,51.22,4.46,4
1067,51.22,4.44,3
1068,51.24,4.4616,2
1069,51.22,4.44,2
1070,51.22,4.46,2
1071,51.22,4.44,5
1072,51.2307,4.42437,5
1073,51.25,4.45,1
1074,51.2307,4.42437,2
1075,51.24,4.4616,1
1076,51.25,4.45,3
1077,51.22,4.44,3
1078,51.25,4.45,4
1079,51.2307,4.42437,5
1080,51.25,4.45,3
1081,51.22,4.44,3
1082,51.22,4.46,2
1083,51.25,4.45,4
1084,51.25,4.45,3
1085,51.2165,4.40779,2
1086,51.25,4.45,1
1087,51.25,4.45,2
1088,51.22,4.46,2
1089,51.22,4.46,2
1090,51.25,4.45,3
1091,51.22,4.44,2
1092,51.25,4.45,4
1093,51.22,4.46,3
1094,51.22,4.44,1
1095,51.22,4.46,3
1096,51.22,4.44,1
1097,51.22,4.44,6
1098,51.24,4.4616,4
1099,51.24,4.4616,1
1100,51.22,4.44,3
1101,51.2165,4.40779,3
1102,51.22,4.46,1
1103,51.24,4.4616,5
1104,51.25,4.45,2
1105,51.24,4.4616,3
1106,51.22,4.46,4
1107,51.2307,4.42437,4
1108,51.25,4.45,1
