"cluster_id","cluster_type","latitude","longitude"
88,household,51.123,4.567
89,household,53.1234,2.21378
90,household,52.4054,7.80564
91,household,53.3735,8.96223
92,household,54.6023,7.40929
93,household,54.3375,5.08167
94,household,52.2589,1.41752
95,household,53.9548,8.69727
96,household,51.6004,7.53089
97,household,51.123,4.567
98,household,51.8531,6.58035
99,household,51.1873,7.33113
100,household,53.3735,8.96223
101,household,54.2086,3.21117
102,household,52.0446,1.77351
103,household,51.9389,6.96971
104,household,54.567,5.89
105,household,53.3735,8.96223
106,household,54.5242,7.93134
107,household,52.3942,5.96351
108,household,54.567,5.89
109,household,54.567,5.89
110,household,51.9389,6.96971
111,household,50.6917,7.67809
112,household,51.42,6.85036
113,household,51.123,4.567
114,household,54.0576,4.88973
115,household,51.6474,2.07203
116,household,50.3416,6.26282
117,household,50.9939,3.70718
118,household,51.9894,9.12492
119,household,53.3735,8.96223
120,household,53.3555,7.26674
121,household,53.8837,1.14614
122,household,54.567,5.89
123,household,51.123,4.567
124,household,51.123,4.567
125,household,51.7862,3.63777
126,household,50.9674,7.80209
127,household,51.9389,6.96971
128,household,54.567,5.89
129,household,55.284,5.90958
130,household,52.2363,2.15366
131,household,53.7412,2.61564
132,household,51.9389,6.96971
133,household,51.9894,9.12492
134,household,54.567,5.89
135,household,51.7862,3.63777
136,household,53.7412,2.61564
137,household,54.0576,4.88973
138,household,53.9548,8.69727
139,household,51.1873,7.33113
140,household,52.2363,2.79384
141,household,50.6917,7.67809
142,household,54.567,5.89
143,household,54.0576,4.88973
144,household,52.2363,2.79384
145,household,51.6474,2.07203
146,household,54.567,5.89
147,household,51.0999,2.06573
148,household,53.2294,6.88995
149,household,55.4107,5.41944
150,household,52.7629,1.8664
151,household,54.567,5.89
152,household,53.3735,8.96223
153,household,51.123,4.567
154,household,54.567,5.89
155,household,51.0364,7.60034
156,household,51.42,6.85036
157,household,54.1482,7.41244
158,household,51.123,4.567
159,household,50.9674,7.80209
160,household,51.123,4.567
161,household,51.7862,3.63777
162,household,51.6004,7.53089
163,household,53.9548,8.69727
164,household,51.0364,7.60034
165,household,52.4064,1.14917
166,household,54.3375,5.08167
167,household,53.1967,5.62512
168,household,53.1967,5.62512
169,household,51.2902,5.15379
170,household,53.9375,3.19181
171,household,50.5244,4.28989
172,household,51.8531,6.58035
173,household,54.3532,4.57792
174,household,53.1155,2.67548
175,household,51.6004,7.53089
176,household,53.4634,5.44468
177,household,53.7356,9.17663
178,household,50.539,3.59801
179,household,53.7356,9.17663
180,household,54.0576,4.88973
181,household,52.657,8.92013
182,household,52.7717,5.71434
183,household,52.7927,7.46081
184,household,54.1482,7.41244
185,household,54.1482,7.41244
186,household,53.3307,4.78891
187,household,51.6474,2.07203
188,household,54.9275,2.61551
189,household,52.7629,1.8664
190,household,52.481,2.84811
191,household,54.3375,5.08167
192,household,54.3532,4.57792
193,household,52.4054,7.80564
194,household,52.096,2.82218
195,household,52.657,8.92013
196,household,54.2086,3.21117
197,household,51.0999,2.06573
198,household,50.7955,5.36324
199,household,50.4542,3.5686
200,household,54.567,5.89
201,household,52.9002,5.05505
202,household,50.6917,7.67809
203,household,54.3358,6.45942
204,household,50.4542,3.5686
205,household,53.9548,8.69727
206,household,51.6474,2.07203
207,household,53.1967,5.62512
208,household,53.3172,0.973421
209,household,51.9389,6.96971
210,household,50.9674,7.80209
211,household,54.567,5.89
212,household,51.2902,5.15379
213,household,52.4054,7.80564
214,household,54.567,5.89
215,household,52.096,2.82218
216,household,52.7717,5.71434
217,household,54.567,5.89
218,household,50.9674,7.80209
219,household,54.567,5.89
220,household,52.5911,2.40822
221,household,51.0999,2.06573
222,household,54.3037,8.80589
223,household,53.7356,9.17663
224,household,51.9389,6.96971
225,household,53.5209,7.16947
226,household,52.096,2.82218
227,household,53.9375,3.19181
228,household,54.567,5.89
229,household,53.1967,5.62512
230,household,53.3172,0.973421
231,household,54.2086,3.21117
232,household,51.9389,6.96971
233,household,54.1482,7.41244
234,household,50.7955,5.36324
235,household,51.0999,2.06573
236,household,51.2902,5.15379
237,household,50.4542,3.5686
238,household,50.5237,3.48531
239,household,50.6917,7.67809
240,household,54.567,5.89
241,household,54.3532,4.57792
242,household,54.6023,7.40929
243,household,54.5242,7.93134
244,household,54.0576,4.88973
245,household,54.0576,4.88973
246,household,52.2363,2.79384
247,household,53.9827,8.76178
248,household,53.3735,8.96223
249,household,52.0446,1.77351
250,household,52.1244,5.49886
251,household,54.6023,7.40929
252,household,52.4064,1.14917
253,household,51.7862,3.63777
254,household,51.2692,6.57671
255,household,51.4807,1.80275
256,household,52.096,2.82218
257,household,52.9002,5.05505
258,household,54.7137,4.67011
259,household,54.2822,5.69093
260,household,54.0576,4.88973
261,household,54.0576,4.88973
262,household,51.8531,6.58035
263,household,54.6023,7.40929
264,household,54.3375,5.08167
265,household,54.567,5.89
266,household,51.1118,5.78746
267,household,54.2086,3.21117
268,household,50.9674,7.80209
269,household,51.123,4.567
270,household,53.2192,6.14571
271,household,54.4049,6.52819
272,household,53.1155,2.67548
273,household,54.3375,5.08167
274,household,51.123,4.567
275,household,53.5047,7.69896
276,household,53.9375,3.19181
277,household,54.2086,3.21117
278,household,52.4064,1.14917
279,household,51.6474,2.07203
280,household,51.123,4.567
281,household,54.3358,6.45942
282,household,54.2822,5.69093
283,household,54.5025,1.93317
284,household,55.4107,5.41944
285,household,52.4054,7.80564
286,household,53.5209,7.16947
287,household,52.2363,2.79384
288,household,51.123,4.567
289,household,54.0576,4.88973
290,household,51.1118,5.78746
291,household,54.3358,6.45942
292,household,54.567,5.89
293,household,53.3172,0.973421
294,household,53.8837,1.14614
295,household,53.3172,0.973421
296,household,50.9939,3.70718
297,household,51.6474,2.07203
298,household,54.5025,1.93317
299,household,53.3735,8.96223
300,household,52.7629,1.8664
301,household,54.1482,7.41244
302,household,54.0576,4.88973
303,household,54.2822,5.69093
304,household,52.4064,1.14917
305,household,53.3172,0.973421
306,household,51.7862,3.63777
307,household,52.7629,1.8664
308,household,50.9939,3.70718
309,household,51.306,7.31889
310,household,54.5025,1.93317
311,household,54.2086,3.21117
312,household,51.123,4.567
313,household,54.1482,7.41244
314,household,52.3942,5.96351
315,household,52.2363,2.79384
316,household,54.567,5.89
317,household,53.464,6.81502
318,household,54.5025,1.93317
319,household,53.3172,0.973421
320,household,54.1482,7.41244
321,household,54.4049,6.52819
322,household,53.5047,7.69896
323,household,53.9548,8.69727
324,household,54.4049,6.52819
325,household,52.9002,5.05505
326,household,52.0446,1.77351
327,household,51.0364,7.60034
328,household,52.4064,1.14917
329,household,51.7862,3.63777
330,household,53.3307,4.78891
331,household,51.6004,7.53089
332,household,53.1155,2.67548
333,household,52.2363,2.15366
334,household,52.2363,2.79384
335,household,54.1482,7.41244
336,household,54.8753,3.07772
337,household,53.1967,5.62512
338,household,54.1499,2.29293
339,household,52.3942,5.96351
340,household,52.2363,2.79384
341,household,52.5911,2.40822
342,household,51.6474,2.07203
343,household,51.2692,6.57671
344,household,52.2363,2.79384
345,household,51.0364,7.60034
346,household,53.7412,2.61564
347,household,54.2822,5.69093
348,household,54.567,5.89
349,household,53.3835,7.01038
350,household,53.7412,2.61564
351,household,52.2363,2.79384
352,household,52.7717,5.71434
353,household,53.1155,2.67548
354,household,50.3416,6.26282
355,household,53.7412,2.61564
356,household,52.1244,5.49886
357,household,51.2902,5.15379
358,household,53.3307,4.78891
359,household,51.123,4.567
360,household,52.2363,2.79384
361,household,52.0446,1.77351
362,household,53.7412,2.61564
363,household,52.7717,5.71434
364,household,50.7955,5.36324
365,household,51.123,4.567
366,household,53.1234,2.21378
367,household,52.1244,5.49886
368,household,50.5244,4.28989
369,household,53.3735,8.96223
370,household,51.6004,7.53089
371,household,52.9002,5.05505
372,household,55.284,5.90958
373,household,51.9894,9.12492
374,household,53.6349,1.90707
375,household,50.5244,4.28989
376,household,50.4542,3.5686
377,household,50.6917,7.67809
378,household,50.7955,5.36324
379,household,51.2902,5.15379
380,household,52.7717,5.71434
381,household,51.0364,7.60034
382,household,51.123,4.567
383,household,50.539,3.59801
384,household,53.2192,6.14571
385,household,50.4542,3.5686
386,household,51.0364,7.60034
387,household,53.2192,6.14571
388,household,54.567,5.89
389,household,51.2902,5.15379
390,household,52.1244,5.49886
391,household,51.2902,5.15379
392,household,51.2902,5.15379
393,household,51.306,7.31889
394,household,51.6004,7.53089
395,household,54.3532,4.57792
396,household,50.7955,5.36324
397,household,51.0999,2.06573
398,household,54.567,5.89
399,household,54.567,5.89
400,household,51.7862,3.63777
401,household,53.3172,0.973421
402,household,54.2086,3.21117
403,household,52.7927,7.46081
404,household,53.9827,8.76178
405,household,53.7412,2.61564
406,household,53.9375,3.19181
407,household,52.7927,7.46081
408,household,50.9939,3.70718
409,household,51.123,4.567
410,household,51.6474,2.07203
411,household,54.567,5.89
412,household,52.2363,2.15366
413,household,54.567,5.89
414,household,53.7412,2.61564
415,household,53.5209,7.16947
416,household,51.123,4.567
417,household,54.7137,4.67011
418,household,51.6474,2.07203
419,household,54.567,5.89
420,household,55.284,5.90958
421,household,52.7629,1.8664
422,household,53.2192,6.14571
423,household,53.7412,2.61564
424,household,50.9939,3.70718
425,household,52.2589,1.41752
426,household,50.9939,3.70718
427,household,52.7717,5.71434
428,household,52.096,2.82218
429,household,54.567,5.89
430,household,55.4107,5.41944
431,household,53.464,6.81502
432,household,53.3172,0.973421
433,household,52.7717,5.71434
434,household,53.9375,3.19181
435,household,52.1244,5.49886
436,household,53.3172,0.973421
437,household,53.7412,2.61564
438,household,53.7412,2.61564
439,household,51.0364,7.60034
440,household,54.1482,7.41244
441,household,51.123,4.567
442,household,53.7412,2.61564
443,household,51.123,4.567
444,household,53.1234,2.21378
445,household,53.3172,0.973421
446,household,54.2822,5.69093
447,household,50.4542,3.5686
448,household,50.7955,5.36324
449,household,53.1967,5.62512
450,household,51.4807,1.80275
451,household,54.2822,5.69093
452,household,52.7717,5.71434
453,household,53.9375,3.19181
454,household,52.9002,5.05505
455,household,52.096,2.82218
456,household,54.8753,3.07772
457,household,54.567,5.89
458,household,52.4064,1.14917
459,household,52.2363,2.15366
460,household,52.7717,5.71434
461,household,52.3942,5.96351
462,household,54.5025,1.93317
463,household,51.123,4.567
464,household,54.3375,5.08167
465,household,51.0364,7.60034
466,household,51.123,4.567
467,household,53.464,6.81502
468,household,50.9674,7.80209
469,household,54.7137,4.67011
470,household,54.1499,2.29293
471,household,54.3375,5.08167
472,household,54.2822,5.69093
473,household,53.5209,7.16947
474,household,55.284,5.90958
475,household,54.2086,3.21117
476,household,54.567,5.89
477,household,51.6004,7.53089
478,household,54.3358,6.45942
479,household,54.1499,2.29293
480,household,50.7955,5.36324
481,household,52.4064,1.14917
482,household,54.3375,5.08167
483,household,54.5242,7.93134
484,household,54.567,5.89
485,household,55.4107,5.41944
486,household,53.1234,2.21378
487,household,50.539,3.59801
488,household,54.5242,7.93134
489,household,54.567,5.89
490,household,55.284,5.90958
491,household,51.0999,2.06573
492,household,54.3358,6.45942
493,household,52.7717,5.71434
494,household,54.567,5.89
495,household,53.3735,8.96223
496,household,54.1499,2.29293
497,household,53.5047,7.69896
498,household,52.096,2.82218
499,household,54.3532,4.57792
500,household,54.9275,2.61551
501,household,53.1967,5.62512
502,household,52.4064,1.14917
503,household,52.9002,5.05505
504,household,50.7955,5.36324
505,household,50.5244,4.28989
506,household,53.9375,3.19181
507,household,51.2902,5.15379
508,household,54.567,5.89
509,household,54.0576,4.88973
510,household,52.7629,1.8664
511,household,53.7412,2.61564
512,household,51.123,4.567
513,household,52.2363,2.15366
514,household,54.567,5.89
515,household,51.9894,9.12492
516,household,51.6004,7.53089
517,household,53.6349,1.90707
518,household,53.3735,8.96223
519,household,52.2363,2.79384
520,household,50.3416,6.26282
521,household,54.3532,4.57792
522,household,54.567,5.89
523,household,51.2902,5.15379
524,household,53.3735,8.96223
525,household,54.3532,4.57792
526,household,52.096,2.82218
527,household,52.5911,2.40822
528,household,51.0971,3.19926
529,household,52.5911,2.40822
530,household,53.9375,3.19181
531,household,51.7862,3.63777
532,household,51.8716,8.11494
533,household,54.1499,2.29293
534,household,54.1499,2.29293
535,household,52.7717,5.71434
536,household,51.123,4.567
537,household,52.3942,5.96351
538,household,55.284,5.90958
539,household,53.464,6.81502
540,household,51.9389,6.96971
541,household,51.2902,5.15379
542,household,54.567,5.89
543,household,54.2822,5.69093
544,household,54.2086,3.21117
545,household,51.0999,2.06573
546,household,51.9389,6.96971
547,household,54.567,5.89
548,household,50.9674,7.80209
549,household,53.3735,8.96223
550,household,52.1244,5.49886
551,household,54.3358,6.45942
552,household,53.7412,2.61564
553,household,51.8531,6.58035
554,household,53.2192,6.14571
555,household,54.3358,6.45942
556,household,54.567,5.89
557,household,54.1499,2.29293
558,household,50.9939,3.70718
559,household,53.1155,2.67548
560,household,54.5025,1.93317
561,household,54.567,5.89
562,household,52.2363,2.15366
563,household,53.7356,9.17663
564,household,52.096,2.82218
565,household,51.8716,8.11494
566,household,54.0576,4.88973
567,household,51.42,6.85036
568,household,54.567,5.89
569,household,51.0999,2.06573
570,household,51.0999,2.06573
571,household,50.4542,3.5686
572,household,52.7717,5.71434
573,household,53.2294,6.88995
574,household,53.3555,7.26674
575,household,54.3532,4.57792
576,household,53.9375,3.19181
577,household,54.3375,5.08167
578,household,53.3172,0.973421
579,household,53.3735,8.96223
580,household,52.7629,1.8664
581,household,54.3037,8.80589
582,household,51.2902,5.15379
583,household,51.123,4.567
584,household,51.123,4.567
585,household,55.284,5.90958
586,household,52.4054,7.80564
587,household,55.4107,5.41944
588,household,51.9389,6.96971
589,household,53.5209,7.16947
590,household,54.2086,3.21117
591,household,54.7137,4.67011
592,household,54.3358,6.45942
593,household,54.2086,3.21117
594,household,53.2294,6.88995
595,household,53.9375,3.19181
596,household,53.1967,5.62512
597,household,53.1967,5.62512
598,household,54.567,5.89
599,household,52.3942,5.96351
600,household,52.4054,7.80564
601,household,54.3375,5.08167
602,household,51.123,4.567
603,household,52.7927,7.46081
604,household,53.7356,9.17663
605,household,51.123,4.567
606,household,50.7955,5.36324
607,household,51.9894,9.12492
608,household,51.123,4.567
609,household,53.1234,2.21378
610,household,54.2822,5.69093
611,household,53.5209,7.16947
612,household,54.567,5.89
613,household,53.8837,1.14614
614,household,53.2294,6.88995
615,household,53.7412,2.61564
616,household,54.4049,6.52819
617,household,52.4054,7.80564
618,household,53.2294,6.88995
619,household,53.3735,8.96223
620,household,53.6349,1.90707
621,household,51.1118,5.78746
622,household,52.0446,1.77351
623,household,52.7629,1.8664
624,household,54.567,5.89
625,household,51.6474,2.07203
626,household,52.4054,7.80564
627,household,50.9939,3.70718
628,household,51.9894,9.12492
629,household,54.1499,2.29293
630,household,50.3416,6.26282
631,household,54.0576,4.88973
632,household,53.4634,5.44468
633,household,53.7412,2.61564
634,household,53.7412,2.61564
635,household,54.567,5.89
636,household,50.6917,7.67809
637,household,51.9389,6.96971
638,household,52.2363,2.15366
639,household,52.7717,5.71434
640,household,54.567,5.89
641,household,54.3375,5.08167
642,household,53.3172,0.973421
643,household,54.567,5.89
644,household,54.567,5.89
645,household,51.2902,5.15379
646,household,53.6349,1.90707
647,household,53.1967,5.62512
648,household,53.5047,7.69896
649,household,54.567,5.89
650,household,51.123,4.567
651,household,54.567,5.89
652,household,54.2086,3.21117
653,household,51.2692,6.57671
654,household,53.1967,5.62512
655,household,54.567,5.89
656,household,53.3735,8.96223
657,household,52.7717,5.71434
658,household,52.1244,5.49886
659,household,52.3942,5.96351
660,household,53.2192,6.14571
661,household,50.9674,7.80209
662,household,51.6004,7.53089
663,household,53.1155,2.67548
664,household,53.2294,6.88995
665,household,51.6004,7.53089
666,household,54.4049,6.52819
667,household,51.6004,7.53089
668,household,52.5911,2.40822
669,household,54.567,5.89
670,household,54.567,5.89
671,household,54.0576,4.88973
672,household,51.8716,8.11494
673,household,53.7412,2.61564
674,household,51.2902,5.15379
675,household,52.3942,5.96351
676,household,54.567,5.89
677,household,54.2086,3.21117
678,household,53.5047,7.69896
679,household,52.1244,5.49886
680,household,51.123,4.567
681,household,51.123,4.567
682,household,51.6474,2.07203
683,household,53.3172,0.973421
684,household,54.0576,4.88973
685,household,54.3358,6.45942
686,household,53.3735,8.96223
687,household,51.123,4.567
688,household,51.4807,1.80275
689,household,52.7629,1.8664
690,household,52.9002,5.05505
691,household,52.5911,2.40822
692,household,51.123,4.567
693,household,51.123,4.567
694,household,53.1234,2.21378
695,household,51.6004,7.53089
696,household,54.3358,6.45942
697,household,53.3735,8.96223
698,household,50.4542,3.5686
699,household,54.6023,7.40929
700,household,52.524,9.23296
701,household,53.6556,9.27595
702,household,53.3735,8.96223
703,household,52.2589,1.41752
704,household,53.9827,8.76178
705,household,52.2363,2.79384
706,household,52.2363,2.79384
707,household,51.6004,7.53089
708,household,51.6474,2.07203
709,household,50.4542,3.5686
710,household,54.713,2.67599
711,household,52.1244,5.49886
712,household,50.4542,3.5686
713,household,54.567,5.89
714,household,52.3942,5.96351
715,household,53.9548,8.69727
716,household,51.2902,5.15379
717,household,52.4054,7.80564
718,household,51.7862,3.63777
719,household,53.1234,2.21378
720,household,51.0999,2.06573
721,household,55.4107,5.41944
722,household,51.123,4.567
723,household,53.6556,9.27595
724,household,53.9548,8.69727
725,household,53.9375,3.19181
726,household,52.3942,5.96351
727,household,54.1482,7.41244
728,household,51.2902,5.15379
729,household,52.7927,7.46081
730,household,50.4542,3.5686
731,household,54.567,5.89
732,household,54.4049,6.52819
733,household,54.567,5.89
734,household,50.4542,3.5686
735,household,53.1967,5.62512
736,household,54.567,5.89
737,household,54.3375,5.08167
738,household,54.567,5.89
739,household,51.6474,2.07203
740,household,54.2822,5.69093
741,household,53.7412,2.61564
742,household,51.6474,2.07203
743,household,52.4064,1.14917
744,household,53.9548,8.69727
745,household,51.42,6.85036
746,household,54.567,5.89
747,household,54.2086,3.21117
748,household,50.7635,3.39751
749,household,53.7412,2.61564
750,household,52.2589,1.41752
751,household,53.3555,7.26674
752,household,51.9389,6.96971
753,household,54.2822,5.69093
754,household,54.567,5.89
755,household,54.3358,6.45942
756,household,51.9389,6.96971
757,household,52.2363,2.79384
758,household,51.0999,2.06573
759,household,54.4049,6.52819
760,household,52.9002,5.05505
761,household,50.3416,6.26282
762,household,52.096,2.82218
763,household,53.2294,6.88995
764,household,54.567,5.89
765,household,53.3172,0.973421
766,household,51.6474,2.07203
767,household,51.6474,2.07203
768,household,54.7137,4.67011
769,household,52.096,2.82218
770,household,52.2363,2.15366
771,household,54.567,5.89
772,household,54.1482,7.41244
773,household,51.9894,9.12492
774,household,53.7412,2.61564
775,household,51.7862,3.63777
776,household,51.9894,9.12492
777,household,54.567,5.89
778,household,54.3037,8.80589
779,household,53.9375,3.19181
780,household,54.5025,1.93317
781,household,50.539,3.59801
782,household,52.4064,1.14917
783,household,52.3942,5.96351
784,household,54.3037,8.80589
785,household,50.9674,7.80209
786,household,52.7629,1.8664
787,household,52.4054,7.80564
788,household,53.1967,5.62512
789,household,51.42,6.85036
790,household,52.4064,1.14917
791,household,50.7955,5.36324
792,household,53.3172,0.973421
793,household,51.0999,2.06573
794,household,54.567,5.89
795,household,52.7629,1.8664
796,household,54.567,5.89
797,household,54.2086,3.21117
798,household,50.3416,6.26282
799,household,53.3307,4.78891
800,household,53.1155,2.67548
801,household,50.9939,3.70718
802,household,51.0999,2.06573
803,household,51.7862,3.63777
804,household,52.7629,1.8664
805,household,51.42,6.85036
806,household,54.8753,3.07772
807,household,53.3172,0.973421
808,household,53.7356,9.17663
809,household,54.567,5.89
810,household,54.1499,2.29293
811,household,53.3172,0.973421
812,household,50.4542,3.5686
813,household,53.404,2.52586
814,household,52.2363,2.15366
815,household,53.3172,0.973421
816,household,53.3555,7.26674
817,household,52.7717,5.71434
818,household,54.567,5.89
819,household,51.0999,2.06573
820,household,53.2192,6.14571
821,household,51.6474,2.07203
822,household,53.3172,0.973421
823,household,53.9827,8.76178
824,household,51.7862,3.63777
825,household,52.4064,1.14917
826,household,51.42,6.85036
827,household,52.096,2.82218
828,household,51.0999,2.06573
829,household,54.9275,2.61551
830,household,52.9002,5.05505
831,household,53.2294,6.88995
832,household,54.1499,2.29293
833,household,50.7955,5.36324
834,household,54.3358,6.45942
835,household,50.4542,3.5686
836,household,55.4107,5.41944
837,household,51.2902,5.15379
838,household,53.3735,8.96223
839,household,54.0576,4.88973
840,household,53.1234,2.21378
841,household,52.4064,1.14917
842,household,51.6474,2.07203
843,household,51.123,4.567
844,household,53.2294,6.88995
845,household,50.4542,3.5686
846,household,51.6474,2.07203
847,household,53.3835,7.01038
848,household,50.9939,3.70718
849,household,54.5242,7.93134
850,household,54.4049,6.52819
851,household,54.1499,2.29293
852,household,51.306,7.31889
853,household,54.567,5.89
854,household,52.3942,5.96351
855,household,53.9548,8.69727
856,household,50.9939,3.70718
857,household,52.1244,5.49886
858,household,53.2192,6.14571
859,household,53.1155,2.67548
860,household,51.9389,6.96971
861,household,54.567,5.89
862,household,51.4807,1.80275
863,household,50.9939,3.70718
864,household,54.567,5.89
865,household,54.0576,4.88973
866,household,51.1873,7.33113
867,household,54.3358,6.45942
868,household,51.1118,5.78746
869,household,52.9002,5.05505
870,household,53.1234,2.21378
871,household,52.7629,1.8664
872,household,54.3358,6.45942
873,household,51.0971,3.19926
874,household,52.3942,5.96351
875,household,52.4054,7.80564
876,household,53.2192,6.14571
877,household,54.2822,5.69093
878,household,52.0446,1.77351
879,household,51.123,4.567
880,household,51.123,4.567
881,household,51.123,4.567
882,household,52.7717,5.71434
883,household,51.4807,1.80275
884,household,51.123,4.567
885,household,52.2363,2.15366
886,household,53.9548,8.69727
887,household,51.123,4.567
888,household,51.123,4.567
889,household,51.1118,5.78746
890,household,51.123,4.567
891,household,51.9894,9.12492
892,household,50.6917,7.67809
893,household,52.5911,2.40822
894,household,53.5047,7.69896
895,household,54.7137,4.67011
896,household,52.4064,1.14917
897,household,51.9389,6.96971
898,household,52.7927,7.46081
899,household,51.1118,5.78746
900,household,53.6349,1.90707
901,household,53.1967,5.62512
902,household,53.3735,8.96223
903,household,51.1118,5.78746
904,household,52.2363,2.79384
905,household,51.2902,5.15379
906,household,53.2774,9.00071
907,household,53.5209,7.16947
908,household,53.3735,8.96223
909,household,51.123,4.567
910,household,54.3532,4.57792
911,household,52.9002,5.05505
912,household,52.0446,1.77351
913,household,53.9375,3.19181
914,household,52.096,2.82218
915,household,53.7412,2.61564
916,household,54.3532,4.57792
917,household,53.3172,0.973421
918,household,53.1155,2.67548
919,household,53.3307,4.78891
920,household,51.123,4.567
921,household,53.1155,2.67548
922,household,53.3555,7.26674
923,household,52.4054,7.80564
924,household,50.9939,3.70718
925,household,53.3172,0.973421
926,household,52.481,2.84811
927,household,54.8753,3.07772
928,household,51.2902,5.15379
929,household,54.567,5.89
930,household,53.9548,8.69727
931,household,50.6917,7.67809
932,household,52.9002,5.05505
933,household,50.9939,3.70718
934,household,50.9939,3.70718
935,household,52.7629,1.8664
936,household,52.2363,2.15366
937,household,51.4807,1.80275
938,household,51.0364,7.60034
939,household,52.2363,2.79384
940,household,53.6556,9.27595
941,household,54.567,5.89
942,household,52.3942,5.96351
943,household,50.7955,5.36324
944,household,52.7717,5.71434
945,household,51.0999,2.06573
946,household,54.567,5.89
947,household,52.9002,5.05505
948,household,54.6023,7.40929
949,household,51.0364,7.60034
950,household,53.6349,1.90707
951,household,51.9389,6.96971
952,household,54.3375,5.08167
953,household,53.8837,1.14614
954,household,53.3555,7.26674
955,household,52.1244,5.49886
956,household,50.9674,7.80209
957,household,51.9389,6.96971
958,household,54.0576,4.88973
959,household,52.4064,1.14917
960,household,51.7862,3.63777
961,household,51.42,6.85036
962,household,54.2822,5.69093
963,household,54.5025,1.93317
964,household,52.5911,2.40822
965,household,51.123,4.567
966,household,51.9389,6.96971
967,household,51.0364,7.60034
968,household,52.0446,1.77351
969,household,52.1244,5.49886
970,household,52.4064,1.14917
971,household,51.2902,5.15379
972,household,54.567,5.89
973,household,50.6917,7.67809
974,household,54.567,5.89
975,household,52.4064,1.14917
976,household,54.567,5.89
977,household,54.567,5.89
978,household,53.3735,8.96223
979,household,54.4049,6.52819
980,household,54.0576,4.88973
981,household,51.123,4.567
982,household,51.123,4.567
983,household,54.8753,3.07772
984,household,54.567,5.89
985,household,51.42,6.85036
986,household,53.3735,8.96223
987,household,51.2902,5.15379
988,household,50.3416,6.26282
989,household,50.7955,5.36324
990,household,54.567,5.89
991,household,54.567,5.89
992,household,53.1967,5.62512
993,household,53.2294,6.88995
994,household,53.5209,7.16947
995,household,52.5911,2.40822
996,household,51.7862,3.63777
997,household,53.1234,2.21378
998,household,54.3375,5.08167
999,household,51.123,4.567
1000,household,53.3735,8.96223
1001,household,54.567,5.89
1002,household,51.0999,2.06573
1003,household,51.8531,6.58035
1004,household,53.2192,6.14571
1005,household,51.0999,2.06573
1006,household,53.9827,8.76178
1007,household,51.123,4.567
1008,household,53.1155,2.67548
1009,household,54.1499,2.29293
1010,household,50.4542,3.5686
1011,household,52.2363,2.15366
1012,household,51.6474,2.07203
1013,household,53.1155,2.67548
1014,household,54.567,5.89
1015,household,53.9827,8.76178
1016,household,52.7629,1.8664
1017,household,51.2902,5.15379
1018,household,54.3375,5.08167
1019,household,52.7927,7.46081
1020,household,52.3942,5.96351
