"age","household_id","school_id","work_id","primary_community","secondary_community"
31,93,0,810,6,7
28,93,0,97,6,7
27,93,0,0,6,7
25,93,0,12,6,7
55,94,0,1025,2,7
52,94,0,0,2,7
60,95,0,0,2,12
58,95,0,620,2,12
23,96,276,0,6,5
22,96,276,0,6,5
50,97,0,0,2,7
43,97,0,16,2,7
20,97,276,0,2,7
18,97,276,0,2,7
56,98,0,17,13,6
50,98,0,0,13,6
50,99,0,0,9,4
42,99,0,825,9,4
13,99,110,0,9,4
8,99,232,0,9,4
4,99,1,0,9,4
50,100,0,16,11,10
48,100,0,414,11,10
21,100,0,1148,11,10
19,100,276,0,11,10
51,101,0,686,13,5
49,101,0,0,13,5
20,101,276,0,13,5
17,101,213,0,13,5
8,101,206,0,13,5
49,102,0,0,9,4
43,102,0,16,9,4
9,102,224,0,9,4
32,103,0,748,6,12
32,103,0,38,6,12
2,103,0,0,6,12
42,104,0,0,2,12
42,104,0,0,2,12
17,104,41,0,2,12
11,104,68,0,2,12
30,105,0,16,3,7
30,105,0,992,3,7
3,105,15,0,3,7
1,105,0,0,3,7
42,106,0,653,9,4
33,106,0,230,9,4
16,106,86,0,9,4
14,106,15,0,9,4
30,107,0,0,2,3
28,107,0,367,2,3
2,107,0,0,2,3
66,108,0,0,6,4
66,108,0,0,6,4
55,109,0,114,9,4
51,109,0,1057,9,4
35,109,0,667,9,4
30,109,0,396,9,4
44,110,0,875,12,9
43,110,0,71,12,9
15,110,257,0,12,9
12,110,129,0,12,9
55,111,0,16,10,12
46,111,0,814,10,12
22,111,0,16,10,12
60,112,0,62,13,7
56,112,0,1133,13,7
26,112,0,1150,13,7
42,113,0,0,12,9
41,113,0,172,12,9
11,113,264,0,12,9
8,113,256,0,12,9
5,113,271,0,12,9
55,114,0,16,11,10
48,114,0,250,11,10
48,115,0,1174,13,3
47,115,0,70,13,3
23,115,276,0,13,3
20,115,276,0,13,3
33,116,0,16,2,7
27,116,0,1016,2,7
0,116,0,0,2,7
35,117,0,0,9,4
34,117,0,0,9,4
48,118,0,0,12,9
47,118,0,0,12,9
17,118,144,0,12,9
13,118,263,0,12,9
49,119,0,0,11,2
49,119,0,997,11,2
51,120,0,629,3,11
51,120,0,857,3,11
25,120,0,16,3,11
22,120,0,1023,3,11
36,121,0,0,9,4
36,121,0,898,9,4
5,121,139,0,9,4
41,122,0,775,13,3
39,122,0,1156,13,3
8,122,222,0,13,3
37,123,0,646,13,6
34,123,0,1167,13,6
8,123,74,0,13,6
6,123,204,0,13,6
56,124,0,427,9,4
35,124,0,231,9,4
35,125,0,0,12,9
20,125,276,0,12,9
3,125,150,0,12,9
1,125,0,0,12,9
74,126,0,0,9,4
74,126,0,0,9,4
46,127,0,470,12,9
46,127,0,0,12,9
16,127,147,0,12,9
9,127,253,0,12,9
34,128,0,380,11,8
30,128,0,0,11,8
6,128,173,0,11,8
5,128,170,0,11,8
0,128,0,0,11,8
67,129,0,0,4,1
65,129,0,872,4,1
79,130,0,0,10,3
72,130,0,0,10,3
68,131,0,0,11,10
65,131,0,411,11,10
71,132,0,0,9,4
64,132,0,1169,9,4
29,133,0,253,13,13
27,133,0,0,13,13
36,134,0,16,6,4
32,134,0,17,6,4
12,134,88,0,6,4
16,135,86,0,2,6
64,136,0,506,11,10
30,137,0,992,1,3
53,138,0,1133,13,12
51,138,0,17,13,12
52,139,0,46,2,7
24,139,0,17,2,7
23,140,0,646,10,6
39,141,0,986,1,13
36,141,0,17,1,13
9,141,13,0,1,13
7,141,110,0,1,13
47,142,0,711,6,13
46,142,0,17,6,13
23,142,0,17,6,13
20,142,276,0,6,13
18,142,276,0,6,13
67,143,0,0,9,4
65,143,0,0,9,4
43,144,0,549,6,7
42,144,0,1011,6,7
14,144,49,0,6,7
11,144,44,0,6,7
45,145,0,0,1,6
59,146,0,17,12,9
39,147,0,31,3,11
31,147,0,17,3,11
7,147,204,0,3,11
4,147,96,0,3,11
80,148,0,0,6,3
46,149,0,17,2,13
12,149,90,0,2,13
46,150,0,22,3,3
40,150,0,460,3,3
66,151,0,0,7,7
63,151,0,0,7,7
43,152,0,197,7,5
44,153,0,0,8,1
32,153,0,420,8,1
7,153,241,0,8,1
5,153,247,0,8,1
1,153,0,0,8,1
48,154,0,918,3,12
23,154,0,1116,3,12
21,154,276,0,3,12
18,154,276,0,3,12
14,154,11,0,3,12
12,154,44,0,3,12
9,154,218,0,3,12
8,154,112,0,3,12
5,154,103,0,3,12
1,154,0,0,3,12
0,154,0,0,3,12
50,155,0,589,4,1
12,155,235,0,4,1
70,156,0,0,2,6
67,156,0,0,2,6
40,156,0,265,2,6
23,157,276,0,13,12
19,157,0,1016,13,12
19,157,0,1131,13,12
41,158,0,310,13,11
38,158,0,0,13,11
6,158,210,0,13,11
4,158,201,0,13,11
29,159,0,260,11,2
27,159,0,438,11,2
3,159,166,0,11,2
53,160,0,527,7,11
50,160,0,291,7,11
27,160,0,899,7,11
26,160,0,0,7,11
64,161,0,1049,12,9
60,161,0,616,12,9
35,161,0,1067,12,9
51,162,0,22,3,7
46,162,0,22,3,7
18,162,0,504,3,7
16,162,33,0,3,7
42,163,0,22,10,7
46,164,0,586,3,3
45,164,0,22,3,3
21,164,276,0,3,3
18,164,0,0,3,3
39,165,0,0,11,10
28,165,0,22,11,10
1,165,0,0,11,10
43,166,0,309,2,12
42,166,0,239,2,12
15,166,80,0,2,12
12,166,121,0,2,12
42,167,0,489,9,12
41,167,0,1043,9,12
11,167,64,0,9,12
91,168,0,0,9,4
36,169,0,186,9,4
34,169,0,273,9,4
8,169,32,0,9,4
3,169,118,0,9,4
47,170,0,223,12,9
42,171,0,701,1,13
37,171,0,22,1,13
5,171,84,0,1,13
44,172,0,1074,5,3
36,172,0,22,5,3
3,172,42,0,5,3
2,172,0,0,5,3
41,173,0,0,5,13
18,173,0,22,5,13
17,173,22,0,5,13
7,173,74,0,5,13
39,174,0,0,13,5
37,174,0,19,13,5
8,174,41,0,13,5
4,174,112,0,13,5
2,174,0,0,13,5
52,175,0,1058,12,9
51,175,0,259,12,9
23,175,0,241,12,9
21,175,0,22,12,9
18,175,0,25,12,9
0,175,0,0,12,9
43,176,0,1186,6,7
42,176,0,765,6,7
20,176,276,0,6,7
52,177,0,282,2,5
28,177,0,64,2,5
68,178,0,0,11,10
53,178,0,0,11,10
63,179,0,25,1,13
63,179,0,767,1,13
59,179,0,25,1,13
50,179,0,25,1,13
27,179,0,895,1,13
24,179,0,284,1,13
38,180,0,670,12,9
35,180,0,403,12,9
4,180,132,0,12,9
45,181,0,644,2,5
42,181,0,714,2,5
12,181,46,0,2,5
7,181,22,0,2,5
63,182,0,25,13,7
52,182,0,415,13,7
34,183,0,1157,12,9
48,184,0,25,8,1
48,184,0,768,8,1
17,184,247,0,8,1
15,184,234,0,8,1
32,185,0,0,5,12
31,185,0,324,5,12
4,185,47,0,5,12
41,186,0,25,1,7
40,186,0,25,1,7
14,186,58,0,1,7
9,186,47,0,1,7
34,187,0,0,12,9
33,187,0,0,12,9
4,187,131,0,12,9
2,187,0,0,12,9
42,188,0,1018,7,5
40,188,0,25,7,5
21,188,0,564,7,5
17,188,113,0,7,5
38,189,0,925,2,3
38,189,0,25,2,3
12,189,34,0,2,3
26,190,0,468,12,9
25,190,276,0,12,9
34,191,0,1160,12,9
33,191,0,0,12,9
4,191,147,0,12,9
3,191,260,0,12,9
61,192,0,624,4,1
51,192,0,901,4,1
26,192,0,131,4,1
22,192,0,937,4,1
1,192,0,0,4,1
62,193,0,0,9,4
60,193,0,813,9,4
41,194,0,342,13,6
40,194,0,160,13,6
13,194,15,0,13,6
45,195,0,273,9,4
38,196,0,1195,13,11
38,196,0,31,13,11
9,196,120,0,13,11
6,196,57,0,13,11
75,197,0,0,3,12
71,197,0,0,3,12
47,198,0,1077,11,8
44,198,0,800,11,8
20,198,276,0,11,8
18,198,0,1228,11,8
16,198,154,0,11,8
52,199,0,31,3,13
49,199,0,31,3,13
29,199,0,0,3,13
24,199,0,0,3,13
9,199,29,0,3,13
41,200,0,0,10,3
35,200,0,0,10,3
6,200,83,0,10,3
4,200,81,0,10,3
48,201,0,353,10,12
46,201,0,0,10,12
19,201,0,889,10,12
16,201,22,0,10,12
47,202,0,890,12,9
47,202,0,280,12,9
22,202,276,0,12,9
59,203,0,537,9,4
58,203,0,1014,9,4
25,203,276,0,9,4
23,203,276,0,9,4
61,204,0,0,5,13
52,204,0,605,5,13
40,205,0,701,5,13
37,205,0,293,5,13
4,205,76,0,5,13
51,206,0,31,10,3
50,206,0,31,10,3
27,206,0,291,10,3
25,206,0,1063,10,3
0,206,0,0,10,3
57,207,0,1173,10,5
74,208,0,0,12,9
68,208,0,0,12,9
51,209,0,940,3,5
47,209,0,540,3,5
46,210,0,974,10,7
44,210,0,0,10,7
18,210,0,360,10,7
14,210,124,0,10,7
64,211,0,46,7,12
49,212,0,783,9,4
47,212,0,0,9,4
37,213,0,729,6,3
36,213,0,623,6,3
10,213,6,0,6,3
8,213,113,0,6,3
6,213,55,0,6,3
44,214,0,963,12,9
41,214,0,31,12,9
16,214,262,0,12,9
13,214,147,0,12,9
11,214,253,0,12,9
63,215,0,710,1,7
25,215,0,31,1,7
28,216,0,42,2,7
38,217,0,1114,6,11
35,217,0,1123,6,11
10,217,187,0,6,11
8,217,38,0,6,11
6,217,185,0,6,11
4,217,77,0,6,11
59,218,0,31,11,8
56,218,0,1228,11,8
30,218,0,1077,11,8
27,218,0,212,11,8
31,219,0,1195,5,6
30,219,0,192,5,6
1,219,0,0,5,6
46,220,0,31,2,6
45,220,0,33,2,6
22,220,276,0,2,6
18,220,276,0,2,6
49,221,0,33,11,2
36,222,0,830,9,4
33,222,0,1134,9,4
1,222,0,0,9,4
0,222,0,0,9,4
53,223,0,795,2,7
51,223,0,0,2,7
25,223,0,33,2,7
23,223,276,0,2,7
78,224,0,0,3,12
76,224,0,0,3,12
43,225,0,33,10,6
43,225,0,519,10,6
13,225,47,0,10,6
6,225,43,0,10,6
29,226,0,69,8,1
28,226,0,672,8,1
26,227,0,33,10,5
22,227,276,0,10,5
36,228,0,1077,8,8
35,228,0,1203,8,8
8,228,228,0,8,8
6,228,226,0,8,8
1,228,0,0,8,8
65,229,0,300,13,13
61,229,0,728,13,13
29,229,0,0,13,13
51,230,0,865,13,5
37,230,0,0,13,5
7,230,19,0,13,5
77,231,0,0,7,5
74,231,0,0,7,5
49,232,0,0,3,12
49,232,0,0,3,12
17,232,25,0,3,12
13,232,14,0,3,12
38,233,0,33,12,9
35,233,0,0,12,9
4,233,270,0,12,9
50,234,0,0,5,12
46,234,0,0,5,12
48,235,0,926,7,5
46,235,0,283,7,5
18,235,276,0,7,5
16,235,22,0,7,5
63,236,0,826,12,9
63,236,0,1008,12,9
54,237,0,1183,5,6
46,237,0,0,5,6
14,237,46,0,5,6
48,238,0,514,5,13
47,238,0,33,5,13
19,238,0,33,5,13
16,238,68,0,5,13
39,239,0,0,4,1
12,239,232,0,4,1
59,240,0,33,4,1
51,240,0,319,4,1
27,240,0,219,4,1
25,240,276,0,4,1
46,241,0,292,12,9
39,241,0,1162,12,9
5,241,150,0,12,9
4,241,272,0,12,9
35,242,0,977,9,4
35,242,0,118,9,4
4,242,46,0,9,4
45,243,0,1001,3,11
44,243,0,0,3,11
35,244,0,771,7,12
35,244,0,1047,7,12
4,244,3,0,7,12
34,245,0,0,7,5
33,245,0,325,7,5
24,245,0,33,7,5
8,245,2,0,7,5
1,245,0,0,7,5
55,246,0,0,5,12
25,246,276,0,5,12
0,246,0,0,5,12
33,247,0,35,10,13
26,247,0,646,10,13
3,247,81,0,10,13
0,247,0,0,10,13
54,248,0,0,10,3
51,248,0,1006,10,3
21,248,276,0,10,3
19,248,276,0,10,3
48,249,0,0,12,9
42,249,0,448,12,9
8,249,268,0,12,9
53,250,0,278,2,12
50,250,0,965,2,12
25,250,0,35,2,12
40,251,0,35,5,13
39,251,0,0,5,13
13,251,79,0,5,13
13,251,29,0,5,13
7,251,225,0,5,13
52,252,0,812,12,9
51,252,0,35,12,9
25,252,276,0,12,9
22,252,276,0,12,9
18,252,0,0,12,9
55,253,0,421,5,11
43,254,0,35,1,6
33,254,0,611,1,6
3,254,5,0,1,6
46,255,0,357,6,12
46,255,0,35,6,12
19,255,0,1123,6,12
34,256,0,400,11,10
52,257,0,503,1,12
51,257,0,740,1,12
29,257,0,1063,1,12
27,257,0,594,1,12
26,257,0,795,1,12
18,257,277,0,1,12
45,258,0,0,13,6
21,258,277,0,13,6
19,258,0,35,13,6
70,259,0,0,11,10
59,259,0,1143,11,10
52,260,0,0,7,6
48,260,0,35,7,6
21,260,277,0,7,6
68,261,0,0,2,6
45,262,0,1060,2,7
41,262,0,1055,2,7
19,262,277,0,2,7
17,262,72,0,2,7
34,263,0,0,11,10
27,263,0,800,11,10
45,264,0,333,1,7
16,264,17,0,1,7
14,264,78,0,1,7
62,265,0,35,11,8
60,265,0,565,11,8
59,265,0,61,11,8
75,266,0,0,11,8
45,267,0,387,10,3
43,267,0,0,10,3
13,267,1,0,10,3
13,267,111,0,10,3
11,267,33,0,10,3
76,268,0,0,12,9
72,268,0,0,12,9
42,269,0,864,5,11
41,269,0,693,5,11
16,269,212,0,5,11
14,269,82,0,5,11
47,270,0,35,9,4
46,270,0,557,9,4
20,270,277,0,9,4
16,270,272,0,9,4
54,271,0,36,12,9
45,271,0,294,12,9
18,271,0,1108,12,9
15,271,147,0,12,9
54,272,0,650,2,3
51,272,0,36,2,3
26,272,0,36,2,3
25,272,0,93,2,3
23,272,0,0,2,3
21,272,277,0,2,3
76,273,0,0,10,5
57,274,0,144,13,3
26,274,0,1045,13,3
63,275,0,0,2,5
61,275,0,0,2,5
77,276,0,0,1,3
69,276,0,0,1,3
47,277,0,0,12,9
45,277,0,0,12,9
44,278,0,1185,2,5
44,278,0,36,2,5
20,278,277,0,2,5
17,278,58,0,2,5
40,279,0,332,12,9
35,279,0,1081,12,9
3,279,264,0,12,9
47,280,0,0,9,4
44,280,0,163,9,4
19,280,277,0,9,4
16,280,64,0,9,4
14,280,14,0,9,4
39,281,0,537,9,4
39,281,0,656,9,4
6,281,257,0,9,4
2,281,0,0,9,4
53,282,0,193,7,11
35,282,0,0,7,11
26,283,0,36,1,6
59,284,0,0,9,4
58,284,0,0,9,4
22,284,0,36,9,4
26,285,0,876,1,11
23,285,277,0,1,11
23,286,0,0,9,4
36,287,0,296,10,12
30,287,0,1185,10,12
3,287,5,0,10,12
65,288,0,97,6,4
28,289,0,36,7,13
27,289,0,0,7,13
53,290,0,666,13,12
51,290,0,36,13,12
25,290,0,0,13,12
23,290,0,925,13,12
20,290,0,36,13,12
52,291,0,36,5,13
51,291,0,0,5,13
30,291,0,88,5,13
9,291,57,0,5,13
7,291,23,0,5,13
42,292,0,900,11,2
40,292,0,0,11,2
13,292,164,0,11,2
8,292,164,0,11,2
8,292,154,0,11,2
61,293,0,492,9,4
58,293,0,0,9,4
23,293,277,0,9,4
71,294,0,0,12,9
73,295,0,0,5,6
55,296,0,40,5,6
52,297,0,749,12,9
52,297,0,1127,12,9
22,297,0,616,12,9
20,297,0,1157,12,9
11,297,132,0,12,9
41,298,0,40,10,12
37,298,0,40,10,12
11,298,16,0,10,12
8,298,62,0,10,12
47,299,0,795,7,13
47,299,0,0,7,13
17,299,50,0,7,13
15,299,212,0,7,13
68,300,0,0,12,9
52,300,0,269,12,9
47,301,0,0,12,9
44,302,0,40,2,3
40,302,0,871,2,3
12,302,5,0,2,3
65,303,0,797,12,9
61,303,0,425,12,9
48,304,0,0,4,1
47,304,0,40,4,1
12,304,228,0,4,1
41,305,0,1199,6,3
39,305,0,1084,6,3
8,305,56,0,6,3
38,306,0,0,4,1
36,306,0,319,4,1
4,306,236,0,4,1
3,306,236,0,4,1
44,307,0,805,6,4
44,307,0,473,6,4
17,307,223,0,6,4
16,307,92,0,6,4
35,308,0,40,11,2
29,308,0,68,11,2
40,309,0,549,6,7
39,309,0,1011,6,7
14,309,19,0,6,7
48,310,0,0,7,12
46,310,0,40,7,12
22,310,277,0,7,12
19,310,0,0,7,12
35,311,0,603,6,4
32,311,0,1201,6,4
7,311,50,0,6,4
5,311,13,0,6,4
75,312,0,0,13,3
78,313,0,0,7,3
51,313,0,362,7,3
34,314,0,0,11,8
40,315,0,91,11,8
39,315,0,40,11,8
13,315,172,0,11,8
13,315,160,0,11,8
7,315,159,0,11,8
48,316,0,366,1,13
45,316,0,1158,1,13
21,316,0,839,1,13
17,316,184,0,1,13
68,317,0,0,7,13
67,317,0,0,7,13
38,318,0,757,12,9
26,318,0,797,12,9
14,318,142,0,12,9
11,318,135,0,12,9
44,319,0,40,3,7
43,319,0,104,3,7
21,319,0,0,3,7
19,319,0,1055,3,7
18,319,277,0,3,7
1,319,0,0,3,7
48,320,0,0,6,7
72,321,0,0,4,1
71,321,0,0,4,1
66,322,0,0,13,3
39,322,0,92,13,3
85,323,0,0,11,8
85,323,0,0,11,8
55,323,0,206,11,8
56,324,0,41,13,6
53,324,0,0,13,6
33,324,0,149,13,6
28,324,0,160,13,6
13,324,87,0,13,6
3,324,83,0,13,6
1,324,0,0,13,6
56,325,0,827,3,12
52,325,0,1051,3,12
87,326,0,0,11,2
80,326,0,0,11,2
66,327,0,0,2,7
63,327,0,546,2,7
41,328,0,499,1,6
78,329,0,0,11,10
56,329,0,485,11,10
50,329,0,0,11,10
38,330,0,610,3,11
8,330,211,0,3,11
5,330,224,0,3,11
48,331,0,0,4,1
48,331,0,0,4,1
27,331,0,0,4,1
22,331,0,41,4,1
22,331,0,41,4,1
12,331,246,0,4,1
0,331,0,0,4,1
56,332,0,1159,10,7
54,332,0,338,10,7
29,332,0,41,10,7
58,333,0,1212,4,1
57,333,0,928,4,1
26,333,0,0,4,1
55,334,0,41,7,7
54,334,0,567,7,7
24,334,0,1091,7,7
47,335,0,0,6,4
45,335,0,41,6,4
17,335,97,0,6,4
48,336,0,318,7,13
47,336,0,41,7,13
53,337,0,620,1,11
53,337,0,41,1,11
23,337,277,0,1,11
64,338,0,975,9,4
61,338,0,1030,9,4
42,339,0,201,2,3
41,339,0,41,2,3
13,339,60,0,2,3
7,339,27,0,2,3
48,340,0,349,6,11
42,340,0,0,6,11
8,340,125,0,6,11
57,341,0,41,12,9
52,341,0,0,12,9
21,341,277,0,12,9
9,341,256,0,12,9
79,342,0,0,11,2
54,343,0,0,9,4
51,344,0,42,7,5
20,344,0,190,7,5
47,345,0,42,11,8
46,345,0,42,11,8
47,346,0,0,6,11
44,346,0,42,6,11
18,346,0,146,6,11
39,347,0,320,5,6
35,347,0,293,5,6
6,347,76,0,5,6
4,347,49,0,5,6
70,348,0,0,10,3
68,348,0,0,10,3
45,349,0,908,7,13
44,349,0,42,7,13
37,350,0,42,5,12
35,350,0,1111,5,12
9,350,30,0,5,12
7,350,115,0,5,12
59,351,0,312,13,6
57,351,0,0,13,6
25,351,0,838,13,6
35,352,0,42,11,10
20,352,277,0,11,10
3,352,170,0,11,10
1,352,0,0,11,10
70,353,0,0,13,13
65,353,0,64,13,13
26,353,0,42,13,13
55,354,0,0,12,9
54,354,0,67,12,9
23,354,277,0,12,9
67,355,0,0,12,9
60,355,0,0,12,9
35,356,0,1100,1,3
42,357,0,1021,1,7
63,358,0,447,10,7
34,359,0,0,11,2
34,359,0,42,11,2
6,359,156,0,11,2
3,359,155,0,11,2
46,360,0,601,9,4
43,360,0,653,9,4
14,360,233,0,9,4
42,361,0,0,3,12
40,361,0,325,3,12
13,361,220,0,3,12
10,361,112,0,3,12
46,362,0,0,6,7
15,362,186,0,6,7
15,362,181,0,6,7
52,363,0,549,6,4
48,363,0,43,6,4
59,364,0,0,9,4
59,364,0,495,9,4
18,364,0,520,9,4
45,365,0,0,5,11
45,365,0,416,5,11
17,365,221,0,5,11
34,366,0,43,5,11
33,366,0,1087,5,11
24,366,277,0,5,11
8,366,101,0,5,11
1,366,0,0,5,11
40,367,0,1019,10,3
38,367,0,345,10,3
46,368,0,43,4,1
46,368,0,43,4,1
58,369,0,1187,7,6
51,369,0,43,7,6
44,370,0,298,5,7
41,370,0,794,5,7
13,370,92,0,5,7
48,371,0,0,10,5
40,371,0,0,10,5
11,371,62,0,10,5
6,371,45,0,10,5
2,371,0,0,10,5
80,372,0,0,8,1
52,373,0,43,12,9
51,373,0,0,12,9
25,373,0,274,12,9
22,373,0,311,12,9
63,374,0,0,12,9
62,374,0,0,12,9
35,374,0,880,12,9
79,375,0,0,7,12
72,375,0,0,7,12
47,376,0,458,6,5
48,377,0,0,5,3
23,377,0,958,5,3
75,378,0,0,9,4
71,378,0,0,9,4
52,379,0,998,13,6
51,379,0,43,13,6
24,379,277,0,13,6
66,380,0,0,10,5
26,381,0,43,5,12
26,381,0,43,5,12
43,382,0,0,6,13
41,382,0,153,6,13
9,382,213,0,6,13
7,382,62,0,6,13
35,383,0,43,4,1
28,383,0,45,4,1
51,384,0,1114,6,6
50,384,0,1191,6,6
24,384,277,0,6,6
24,384,0,703,6,6
22,384,0,45,6,6
1,384,0,0,6,6
63,385,0,106,7,5
62,385,0,1154,7,5
62,386,0,45,2,7
61,386,0,324,2,7
43,387,0,808,10,11
43,387,0,0,10,11
18,387,277,0,10,11
12,387,47,0,10,11
33,388,0,608,12,9
29,388,0,45,12,9
31,389,0,110,7,6
26,389,0,482,7,6
5,389,81,0,7,6
2,389,0,0,7,6
70,390,0,0,7,7
