"age","household_id","school_id","work_id","primary_community","secondary_community"
6,34,90,0,8,5
1,34,0,0,8,5
51,35,0,0,3,6
50,35,0,0,3,6
21,35,176,0,3,6
61,36,0,0,2,8
54,36,0,0,2,8
45,37,0,0,3,1
40,37,0,0,3,1
15,37,115,0,3,1
52,38,0,47,1,4
40,39,0,0,8,5
39,39,0,0,8,5
14,39,89,0,8,5
32,40,0,0,3,7
28,40,0,0,3,7
2,40,0,0,3,7
24,41,176,0,3,6
21,41,176,0,3,6
64,42,0,0,5,1
64,42,0,0,5,1
32,42,0,0,5,1
41,43,0,0,4,7
37,43,0,0,4,7
10,43,66,0,4,7
6,43,131,0,4,7
59,44,0,144,5,2
57,44,0,10,5,2
20,44,0,0,5,2
18,44,176,0,5,2
45,45,0,0,4,4
44,45,0,70,4,4
16,45,12,0,4,4
14,45,56,0,4,4
12,45,37,0,4,4
63,46,0,0,8,5
47,47,0,0,4,6
20,47,176,0,4,6
30,48,0,0,1,4
56,49,0,112,8,5
54,49,0,0,8,5
68,50,0,0,2,8
68,50,0,0,2,8
44,51,0,0,8,5
42,51,0,0,8,5
57,52,0,10,8,5
26,52,0,168,8,5
62,53,0,0,8,3
67,54,0,0,8,3
65,54,0,0,8,3
43,55,0,0,3,1
61,56,0,10,8,5
60,57,0,104,3,4
50,57,0,0,3,4
22,57,176,0,3,4
20,57,0,0,3,4
19,57,176,0,3,4
57,58,0,0,8,5
56,58,0,61,8,5
28,58,0,0,8,5
26,58,0,54,8,5
22,58,0,0,8,5
36,59,0,0,4,1
31,59,0,85,4,1
30,60,0,10,8,5
30,60,0,0,8,5
39,61,0,138,4,1
38,61,0,37,4,1
13,61,13,0,4,1
8,61,115,0,4,1
42,62,0,10,8,3
33,62,0,0,8,3
5,62,95,0,8,3
58,63,0,0,8,3
57,63,0,0,8,3
38,64,0,10,4,4
35,64,0,89,4,4
9,64,4,0,4,4
7,64,132,0,4,4
32,65,0,166,3,2
32,65,0,2,3,2
3,65,14,0,3,2
31,66,0,93,8,5
24,66,176,0,8,5
56,67,0,0,5,4
49,67,0,11,5,4
24,67,0,0,5,4
20,67,176,0,5,4
19,67,0,0,5,4
34,68,0,52,5,4
33,68,0,33,5,4
12,68,46,0,5,4
44,69,0,0,1,2
21,69,176,0,1,2
20,69,0,0,1,2
10,69,109,0,1,2
48,70,0,37,6,8
44,70,0,72,6,8
20,70,0,0,6,8
33,71,0,10,8,3
47,72,0,134,6,2
22,72,176,0,6,2
55,73,0,0,2,2
59,74,0,0,8,5
54,74,0,0,8,5
49,75,0,3,8,5
47,75,0,42,8,5
36,76,0,112,8,5
57,77,0,0,2,4
27,78,0,0,8,3
27,78,0,41,8,3
1,78,0,0,8,3
66,79,0,0,5,6
29,80,0,0,1,2
39,81,0,74,8,3
37,81,0,148,8,3
49,82,0,0,2,7
46,82,0,0,2,7
43,83,0,0,8,3
19,83,176,0,8,3
17,83,76,0,8,3
35,84,0,0,5,6
35,84,0,85,5,6
6,84,41,0,5,6
4,84,17,0,5,6
1,84,0,0,5,6
34,85,0,0,8,3
32,85,0,90,8,3
4,85,91,0,8,3
4,85,91,0,8,3
49,86,0,101,3,6
48,86,0,0,3,6
19,86,176,0,3,6
45,87,0,10,8,5
37,87,0,0,8,5
15,87,87,0,8,5
13,87,90,0,8,5
48,88,0,45,1,4
45,88,0,0,1,4
14,88,135,0,1,4
53,89,0,0,4,8
53,89,0,22,4,8
26,89,0,0,4,8
24,89,0,10,4,8
34,90,0,10,5,4
31,90,0,0,5,4
35,91,0,73,1,1
31,91,0,0,1,1
5,91,63,0,1,1
2,91,0,0,1,1
50,92,0,10,3,6
49,92,0,0,3,6
23,92,176,0,3,6
23,92,176,0,3,6
21,92,176,0,3,6
0,92,0,0,3,6
61,93,0,16,5,2
33,93,0,0,5,2
31,93,0,0,5,2
28,93,0,0,5,2
27,93,0,16,5,2
25,93,176,0,5,2
55,94,0,65,5,4
52,94,0,43,5,4
60,95,0,0,8,3
58,95,0,0,8,3
23,96,176,0,7,1
22,96,176,0,7,1
50,97,0,0,8,5
43,97,0,0,8,5
20,97,176,0,8,5
18,97,0,136,8,5
56,98,0,128,8,3
50,98,0,0,8,3
50,99,0,0,5,6
42,99,0,155,5,6
13,99,150,0,5,6
8,99,15,0,5,6
4,99,48,0,5,6
50,100,0,0,2,2
48,100,0,16,2,2
21,100,0,0,2,2
19,100,176,0,2,2
51,101,0,0,8,3
49,101,0,156,8,3
20,101,0,0,8,3
17,101,79,0,8,3
8,101,90,0,8,3
49,102,0,0,8,3
43,102,0,139,8,3
9,102,84,0,8,3
32,103,0,0,1,6
32,103,0,48,1,6
2,103,0,0,1,6
42,104,0,0,3,1
42,104,0,0,3,1
17,104,43,0,3,1
11,104,58,0,3,1
30,105,0,0,5,6
30,105,0,0,5,6
3,105,41,0,5,6
1,105,0,0,5,6
42,106,0,0,7,2
33,106,0,16,7,2
16,106,104,0,7,2
14,106,71,0,7,2
30,107,0,0,8,5
28,107,0,0,8,5
2,107,0,0,8,5
66,108,0,0,6,2
66,108,0,0,6,2
55,109,0,0,8,3
51,109,0,0,8,3
35,109,0,0,8,3
30,109,0,122,8,3
44,110,0,0,8,3
43,110,0,0,8,3
15,110,86,0,8,3
12,110,85,0,8,3
55,111,0,0,5,6
46,111,0,0,5,6
22,111,0,0,5,6
60,112,0,0,8,5
56,112,0,0,8,5
26,112,0,0,8,5
42,113,0,8,7,1
41,113,0,0,7,1
11,113,49,0,7,1
8,113,139,0,7,1
5,113,102,0,7,1
55,114,0,0,3,6
48,114,0,0,3,6
48,115,0,0,8,3
47,115,0,136,8,3
23,115,0,0,8,3
20,115,176,0,8,3
33,116,0,16,8,3
27,116,0,86,8,3
0,116,0,0,8,3
35,117,0,16,7,2
34,117,0,0,7,2
48,118,0,183,6,7
47,118,0,44,6,7
17,118,173,0,6,7
13,118,154,0,6,7
49,119,0,0,4,2
49,119,0,16,4,2
51,120,0,0,6,7
51,120,0,0,6,7
25,120,176,0,6,7
22,120,176,0,6,7
36,121,0,0,8,3
36,121,0,83,8,3
5,121,89,0,8,3
41,122,0,26,8,5
39,122,0,163,8,5
8,122,94,0,8,5
37,123,0,0,4,8
34,123,0,181,4,8
8,123,167,0,4,8
6,123,168,0,4,8
56,124,0,0,8,3
35,124,0,0,8,3
35,125,0,0,7,7
20,125,176,0,7,7
3,125,56,0,7,7
1,125,0,0,7,7
74,126,0,0,5,2
74,126,0,0,5,2
46,127,0,0,8,5
46,127,0,67,8,5
16,127,90,0,8,5
9,127,99,0,8,5
34,128,0,9,8,5
30,128,0,0,8,5
6,128,76,0,8,5
5,128,89,0,8,5
0,128,0,0,8,5
67,129,0,0,7,4
65,129,0,16,7,4
79,130,0,0,7,6
72,130,0,0,7,6
68,131,0,0,8,5
65,131,0,0,8,5
71,132,0,0,4,7
64,132,0,0,4,7
29,133,0,0,8,3
27,133,0,0,8,3
36,134,0,0,2,2
32,134,0,51,2,2
12,134,157,0,2,2
16,135,7,0,4,4
64,136,0,78,4,1
30,137,0,0,8,3
53,138,0,0,2,2
51,138,0,80,2,2
52,139,0,22,1,7
24,139,0,0,1,7
23,140,0,0,8,3
39,141,0,0,8,3
36,141,0,0,8,3
9,141,98,0,8,3
7,141,97,0,8,3
47,142,0,0,8,5
46,142,0,167,8,5
23,142,0,0,8,5
20,142,176,0,8,5
18,142,0,0,8,5
67,143,0,0,8,5
65,143,0,0,8,5
43,144,0,58,4,7
42,144,0,0,4,7
14,144,152,0,4,7
11,144,167,0,4,7
45,145,0,16,8,3
59,146,0,0,2,2
39,147,0,0,4,7
31,147,0,0,4,7
7,147,123,0,4,7
4,147,117,0,4,7
80,148,0,0,3,1
46,149,0,0,5,1
12,149,146,0,5,1
46,150,0,0,6,8
40,150,0,0,6,8
66,151,0,0,7,4
63,151,0,0,7,4
43,152,0,68,6,8
44,153,0,158,6,7
32,153,0,51,6,7
7,153,175,0,6,7
5,153,162,0,6,7
1,153,0,0,6,7
48,154,0,0,7,2
23,154,176,0,7,2
21,154,176,0,7,2
18,154,0,0,7,2
14,154,123,0,7,2
12,154,132,0,7,2
9,154,65,0,7,2
8,154,46,0,7,2
5,154,116,0,7,2
1,154,0,0,7,2
0,154,0,0,7,2
50,155,0,158,4,2
12,155,142,0,4,2
70,156,0,0,8,3
67,156,0,0,8,3
40,156,0,0,8,3
23,157,176,0,8,3
19,157,176,0,8,3
19,157,0,128,8,3
41,158,0,0,6,7
38,158,0,7,6,7
6,158,136,0,6,7
4,158,37,0,6,7
29,159,0,0,8,5
27,159,0,0,8,5
3,159,77,0,8,5
53,160,0,51,4,7
50,160,0,0,4,7
27,160,0,0,4,7
26,160,0,0,4,7
64,161,0,0,8,3
60,161,0,59,8,3
35,161,0,0,8,3
51,162,0,0,5,1
46,162,0,0,5,1
18,162,0,0,5,1
16,162,133,0,5,1
42,163,0,0,4,4
46,164,0,43,1,6
45,164,0,135,1,6
21,164,0,0,1,6
18,164,176,0,1,6
39,165,0,16,3,6
28,165,0,0,3,6
1,165,0,0,3,6
43,166,0,38,8,3
42,166,0,16,8,3
15,166,82,0,8,3
12,166,76,0,8,3
42,167,0,0,4,8
41,167,0,0,4,8
11,167,163,0,4,8
91,168,0,0,1,1
36,169,0,0,4,8
34,169,0,0,4,8
8,169,56,0,4,8
3,169,66,0,4,8
47,170,0,0,4,7
42,171,0,80,1,2
37,171,0,0,1,2
5,171,101,0,1,2
44,172,0,125,1,4
36,172,0,0,1,4
3,172,2,0,1,4
2,172,0,0,1,4
41,173,0,0,4,8
18,173,176,0,4,8
17,173,159,0,4,8
7,173,164,0,4,8
39,174,0,148,8,3
37,174,0,0,8,3
8,174,91,0,8,3
4,174,99,0,8,3
2,174,0,0,8,3
52,175,0,92,8,5
51,175,0,163,8,5
23,175,0,0,8,5
21,175,0,0,8,5
18,175,176,0,8,5
0,175,0,0,8,5
43,176,0,143,1,1
42,176,0,0,1,1
20,176,0,0,1,1
52,177,0,0,4,7
28,177,0,0,4,7
68,178,0,0,2,8
53,178,0,0,2,8
63,179,0,16,8,5
63,179,0,0,8,5
59,179,0,0,8,5
50,179,0,0,8,5
27,179,0,105,8,5
24,179,0,16,8,5
38,180,0,24,7,4
35,180,0,0,7,4
4,180,52,0,7,4
45,181,0,16,4,8
42,181,0,0,4,8
12,181,146,0,4,8
7,181,69,0,4,8
63,182,0,66,8,3
52,182,0,0,8,3
34,183,0,0,4,8
48,184,0,130,8,3
48,184,0,0,8,3
17,184,95,0,8,3
15,184,83,0,8,3
32,185,0,22,1,4
31,185,0,29,1,4
4,185,52,0,1,4
41,186,0,0,8,3
40,186,0,0,8,3
14,186,87,0,8,3
9,186,82,0,8,3
34,187,0,0,8,3
33,187,0,0,8,3
4,187,100,0,8,3
2,187,0,0,8,3
42,188,0,0,8,3
40,188,0,0,8,3
21,188,176,0,8,3
17,188,93,0,8,3
38,189,0,0,3,4
38,189,0,0,3,4
12,189,134,0,3,4
26,190,0,0,8,5
25,190,0,0,8,5
34,191,0,181,4,8
33,191,0,153,4,8
4,191,152,0,4,8
3,191,157,0,4,8
61,192,0,0,7,7
51,192,0,185,7,7
26,192,0,48,7,7
22,192,0,0,7,7
1,192,0,0,7,7
62,193,0,16,8,3
60,193,0,0,8,3
41,194,0,0,3,6
40,194,0,20,3,6
13,194,145,0,3,6
45,195,0,16,1,6
38,196,0,1,3,4
38,196,0,0,3,4
9,196,129,0,3,4
6,196,123,0,3,4
75,197,0,0,8,3
71,197,0,0,8,3
47,198,0,0,4,1
44,198,0,0,4,1
20,198,0,76,4,1
18,198,176,0,4,1
16,198,67,0,4,1
52,199,0,0,7,2
49,199,0,32,7,2
29,199,0,96,7,2
24,199,176,0,7,2
9,199,15,0,7,2
41,200,0,0,1,7
35,200,0,6,1,7
6,200,39,0,1,7
4,200,120,0,1,7
48,201,0,0,7,4
46,201,0,0,7,4
19,201,176,0,7,4
16,201,70,0,7,4
47,202,0,0,8,3
47,202,0,0,8,3
22,202,0,0,8,3
59,203,0,16,8,3
58,203,0,112,8,3
25,203,0,0,8,3
23,203,176,0,8,3
61,204,0,16,3,1
52,204,0,0,3,1
40,205,0,7,1,1
37,205,0,16,1,1
4,205,126,0,1,1
51,206,0,16,2,8
50,206,0,0,2,8
27,206,0,143,2,8
25,206,176,0,2,8
0,206,0,0,2,8
57,207,0,0,8,5
74,208,0,0,5,1
68,208,0,0,5,1
51,209,0,0,4,2
47,209,0,0,4,2
46,210,0,0,8,5
44,210,0,0,8,5
18,210,176,0,8,5
14,210,85,0,8,5
64,211,0,36,3,4
49,212,0,0,7,2
47,212,0,0,7,2
37,213,0,0,2,8
36,213,0,39,2,8
10,213,151,0,2,8
8,213,158,0,2,8
6,213,169,0,2,8
44,214,0,0,5,1
41,214,0,0,5,1
16,214,74,0,5,1
13,214,39,0,5,1
11,214,67,0,5,1
63,215,0,27,8,3
25,215,176,0,8,3
28,216,0,0,8,5
38,217,0,36,8,3
35,217,0,136,8,3
10,217,91,0,8,3
8,217,85,0,8,3
6,217,89,0,8,3
4,217,78,0,8,3
59,218,0,118,8,5
56,218,0,36,8,5
30,218,0,0,8,5
27,218,0,0,8,5
31,219,0,40,4,7
30,219,0,0,4,7
1,219,0,0,4,7
46,220,0,0,8,5
45,220,0,102,8,5
22,220,176,0,8,5
18,220,177,0,8,5
49,221,0,70,1,1
36,222,0,56,3,1
33,222,0,32,3,1
1,222,0,0,3,1
0,222,0,0,3,1
53,223,0,0,1,6
51,223,0,0,1,6
25,223,0,36,1,6
23,223,0,0,1,6
78,224,0,0,6,8
76,224,0,0,6,8
43,225,0,0,8,3
43,225,0,0,8,3
13,225,97,0,8,3
6,225,88,0,8,3
29,226,0,0,4,8
28,226,0,11,4,8
26,227,0,178,3,4
22,227,177,0,3,4
36,228,0,0,6,8
35,228,0,12,6,8
8,228,44,0,6,8
6,228,131,0,6,8
1,228,0,0,6,8
65,229,0,36,8,5
61,229,0,156,8,5
29,229,0,0,8,5
51,230,0,0,4,6
37,230,0,0,4,6
7,230,71,0,4,6
77,231,0,0,7,2
74,231,0,0,7,2
49,232,0,36,8,5
49,232,0,118,8,5
17,232,77,0,8,5
13,232,86,0,8,5
38,233,0,0,4,8
35,233,0,36,4,8
4,233,15,0,4,8
50,234,0,0,4,8
46,234,0,0,4,8
48,235,0,36,8,5
46,235,0,0,8,5
18,235,177,0,8,5
16,235,91,0,8,5
63,236,0,0,7,1
63,236,0,0,7,1
54,237,0,0,8,5
46,237,0,36,8,5
14,237,100,0,8,5
48,238,0,136,8,3
47,238,0,36,8,3
19,238,177,0,8,3
16,238,99,0,8,3
39,239,0,0,4,2
12,239,125,0,4,2
59,240,0,0,2,8
51,240,0,34,2,8
27,240,0,36,2,8
25,240,177,0,2,8
46,241,0,0,3,2
39,241,0,81,3,2
5,241,20,0,3,2
4,241,134,0,3,2
35,242,0,100,8,3
35,242,0,0,8,3
4,242,93,0,8,3
45,243,0,0,4,4
44,243,0,36,4,4
35,244,0,0,8,5
35,244,0,36,8,5
4,244,79,0,8,5
34,245,0,0,5,4
33,245,0,141,5,4
24,245,177,0,5,4
8,245,54,0,5,4
1,245,0,0,5,4
55,246,0,178,3,2
25,246,177,0,3,2
0,246,0,0,3,2
33,247,0,0,8,3
26,247,0,0,8,3
3,247,95,0,8,3
0,247,0,0,8,3
54,248,0,0,2,8
51,248,0,0,2,8
21,248,177,0,2,8
19,248,177,0,2,8
48,249,0,96,4,4
42,249,0,0,4,4
8,249,147,0,4,4
53,250,0,175,4,6
50,250,0,0,4,6
25,250,0,155,4,6
40,251,0,0,8,5
39,251,0,0,8,5
13,251,84,0,8,5
13,251,84,0,8,5
7,251,94,0,8,5
52,252,0,145,8,5
51,252,0,0,8,5
25,252,0,100,8,5
22,252,0,0,8,5
18,252,177,0,8,5
55,253,0,0,4,7
43,254,0,70,2,7
33,254,0,175,2,7
3,254,141,0,2,7
46,255,0,0,8,5
46,255,0,0,8,5
19,255,0,114,8,5
34,256,0,168,8,3
52,257,0,36,5,2
51,257,0,81,5,2
29,257,0,0,5,2
27,257,0,0,5,2
26,257,0,89,5,2
18,257,177,0,5,2
45,258,0,0,8,5
21,258,0,0,8,5
19,258,0,0,8,5
70,259,0,0,3,4
59,259,0,60,3,4
52,260,0,173,2,2
48,260,0,0,2,2
21,260,177,0,2,2
68,261,0,0,1,6
45,262,0,36,1,6
41,262,0,0,1,6
19,262,177,0,1,6
17,262,20,0,1,6
34,263,0,0,7,1
27,263,0,0,7,1
45,264,0,0,8,3
16,264,95,0,8,3
14,264,91,0,8,3
62,265,0,0,2,7
60,265,0,0,2,7
59,265,0,0,2,7
75,266,0,0,8,5
45,267,0,36,4,2
43,267,0,0,4,2
13,267,62,0,4,2
13,267,28,0,4,2
11,267,13,0,4,2
76,268,0,0,3,6
72,268,0,0,3,6
42,269,0,36,8,5
41,269,0,0,8,5
16,269,87,0,8,5
14,269,79,0,8,5
47,270,0,62,2,7
46,270,0,0,2,7
20,270,0,11,2,7
16,270,162,0,2,7
54,271,0,0,8,3
45,271,0,130,8,3
18,271,177,0,8,3
15,271,77,0,8,3
54,272,0,0,3,2
51,272,0,0,3,2
26,272,0,0,3,2
25,272,0,0,3,2
23,272,0,76,3,2
21,272,177,0,3,2
76,273,0,0,8,5
57,274,0,0,3,6
26,274,0,0,3,6
63,275,0,0,3,1
61,275,0,36,3,1
77,276,0,0,8,3
69,276,0,0,8,3
47,277,0,0,8,3
45,277,0,0,8,3
44,278,0,36,6,2
44,278,0,0,6,2
20,278,0,36,6,2
17,278,73,0,6,2
40,279,0,165,4,7
35,279,0,0,4,7
3,279,119,0,4,7
47,280,0,0,8,5
44,280,0,159,8,5
19,280,0,162,8,5
16,280,85,0,8,5
14,280,78,0,8,5
39,281,0,0,8,5
39,281,0,41,8,5
6,281,85,0,8,5
2,281,0,0,8,5
53,282,0,0,3,1
35,282,0,154,3,1
26,283,0,0,8,5
59,284,0,0,4,8
58,284,0,41,4,8
22,284,177,0,4,8
26,285,0,0,8,3
23,285,177,0,8,3
23,286,0,0,3,7
36,287,0,72,2,7
30,287,0,0,2,7
3,287,51,0,2,7
65,288,0,0,1,2
28,289,0,157,8,3
27,289,0,0,8,3
53,290,0,22,7,7
51,290,0,0,7,7
25,290,0,41,7,7
23,290,177,0,7,7
20,290,0,0,7,7
52,291,0,181,2,7
51,291,0,0,2,7
30,291,0,0,2,7
9,291,161,0,2,7
7,291,158,0,2,7
42,292,0,64,3,6
40,292,0,0,3,6
13,292,28,0,3,6
8,292,51,0,3,6
8,292,13,0,3,6
61,293,0,24,3,2
58,293,0,35,3,2
23,293,177,0,3,2
71,294,0,0,1,6
73,295,0,0,5,2
55,296,0,0,4,7
52,297,0,0,3,4
52,297,0,14,3,4
22,297,0,0,3,4
20,297,0,0,3,4
11,297,40,0,3,4
41,298,0,0,1,4
37,298,0,50,1,4
11,298,2,0,1,4
8,298,43,0,1,4
47,299,0,0,6,8
47,299,0,71,6,8
17,299,166,0,6,8
15,299,170,0,6,8
68,300,0,0,5,2
52,300,0,0,5,2
47,301,0,0,1,1
44,302,0,0,8,5
40,302,0,0,8,5
12,302,98,0,8,5
65,303,0,128,8,3
61,303,0,0,8,3
48,304,0,62,6,2
47,304,0,0,6,2
12,304,19,0,6,2
41,305,0,0,5,1
39,305,0,0,5,1
8,305,116,0,5,1
38,306,0,105,8,3
36,306,0,0,8,3
4,306,100,0,8,3
3,306,95,0,8,3
44,307,0,0,1,2
44,307,0,41,1,2
17,307,146,0,1,2
16,307,101,0,1,2
35,308,0,0,2,6
29,308,0,0,2,6
40,309,0,93,8,3
39,309,0,0,8,3
14,309,90,0,8,3
48,310,0,64,7,6
46,310,0,0,7,6
22,310,177,0,7,6
19,310,177,0,7,6
35,311,0,41,2,4
32,311,0,129,2,4
7,311,47,0,2,4
5,311,41,0,2,4
75,312,0,0,8,3
78,313,0,0,2,4
51,313,0,0,2,4
34,314,0,0,1,6
40,315,0,89,3,1
39,315,0,0,3,1
13,315,28,0,3,1
13,315,129,0,3,1
7,315,21,0,3,1
48,316,0,0,3,4
45,316,0,0,3,4
21,316,0,0,3,4
17,316,39,0,3,4
68,317,0,0,2,2
67,317,0,0,2,2
38,318,0,41,2,7
26,318,0,0,2,7
14,318,51,0,2,7
11,318,74,0,2,7
44,319,0,41,2,8
43,319,0,41,2,8
21,319,0,0,2,8
19,319,0,0,2,8
18,319,0,41,2,8
1,319,0,0,2,8
48,320,0,0,3,6
72,321,0,0,1,4
71,321,0,0,1,4
66,322,0,0,5,1
39,322,0,174,5,1
85,323,0,0,2,7
85,323,0,0,2,7
55,323,0,0,2,7
56,324,0,0,2,6
53,324,0,175,2,6
33,324,0,0,2,6
28,324,0,41,2,6
13,324,71,0,2,6
3,324,146,0,2,6
1,324,0,0,2,6
56,325,0,41,3,4
52,325,0,0,3,4
87,326,0,0,8,3
80,326,0,0,8,3
66,327,0,0,4,2
63,327,0,0,4,2
41,328,0,0,8,3
78,329,0,0,8,3
56,329,0,41,8,3
50,329,0,168,8,3
38,330,0,41,8,3
8,330,80,0,8,3
5,330,98,0,8,3
48,331,0,94,3,2
48,331,0,25,3,2
27,331,0,20,3,2
22,331,0,0,3,2
22,331,177,0,3,2
12,331,116,0,3,2
0,331,0,0,3,2
56,332,0,121,8,3
54,332,0,0,8,3
29,332,0,0,8,3
58,333,0,0,4,2
57,333,0,0,4,2
26,333,0,0,4,2
55,334,0,99,4,8
54,334,0,41,4,8
24,334,0,0,4,8
47,335,0,28,8,3
45,335,0,0,8,3
17,335,91,0,8,3
48,336,0,0,7,6
47,336,0,186,7,6
53,337,0,0,7,1
53,337,0,57,7,1
23,337,177,0,7,1
64,338,0,73,6,7
61,338,0,0,6,7
42,339,0,41,6,8
41,339,0,0,6,8
13,339,153,0,6,8
7,339,169,0,6,8
48,340,0,65,7,1
42,340,0,0,7,1
8,340,115,0,7,1
57,341,0,0,3,2
52,341,0,95,3,2
21,341,177,0,3,2
9,341,49,0,3,2
79,342,0,0,1,7
54,343,0,26,8,5
51,344,0,0,1,1
20,344,177,0,1,1
47,345,0,102,8,3
46,345,0,169,8,3
47,346,0,0,2,8
44,346,0,0,2,8
18,346,0,0,2,8
39,347,0,0,7,6
35,347,0,0,7,6
6,347,21,0,7,6
4,347,148,0,7,6
70,348,0,0,8,5
68,348,0,0,8,5
45,349,0,133,1,2
44,349,0,0,1,2
37,350,0,0,3,1
35,350,0,0,3,1
9,350,11,0,3,1
7,350,24,0,3,1
59,351,0,115,4,7
57,351,0,0,4,7
25,351,0,111,4,7
35,352,0,0,5,1
20,352,0,0,5,1
3,352,23,0,5,1
1,352,0,0,5,1
70,353,0,0,1,1
65,353,0,165,1,1
26,353,0,0,1,1
55,354,0,0,3,2
54,354,0,41,3,2
23,354,0,0,3,2
67,355,0,0,2,8
60,355,0,0,2,8
35,356,0,0,8,3
42,357,0,41,3,4
63,358,0,109,6,8
34,359,0,0,4,7
34,359,0,0,4,7
6,359,172,0,4,7
3,359,166,0,4,7
46,360,0,0,1,6
43,360,0,0,1,6
14,360,150,0,1,6
42,361,0,41,5,1
40,361,0,0,5,1
13,361,19,0,5,1
10,361,34,0,5,1
46,362,0,0,8,5
15,362,93,0,8,5
15,362,91,0,8,5
52,363,0,0,2,7
48,363,0,0,2,7
59,364,0,0,8,3
59,364,0,0,8,3
18,364,177,0,8,3
45,365,0,117,2,2
45,365,0,158,2,2
17,365,143,0,2,2
34,366,0,0,1,1
33,366,0,0,1,1
24,366,0,0,1,1
8,366,39,0,1,1
1,366,0,0,1,1
40,367,0,0,2,4
38,367,0,0,2,4
46,368,0,186,3,2
46,368,0,0,3,2
58,369,0,0,8,5
51,369,0,176,8,5
44,370,0,0,8,3
41,370,0,0,8,3
13,370,79,0,8,3
48,371,0,0,8,3
40,371,0,41,8,3
11,371,86,0,8,3
6,371,100,0,8,3
2,371,0,0,8,3
80,372,0,0,7,1
52,373,0,109,4,7
51,373,0,0,4,7
25,373,0,44,4,7
22,373,177,0,4,7
63,374,0,0,7,4
62,374,0,0,7,4
35,374,0,37,7,4
79,375,0,0,5,1
72,375,0,0,5,1
47,376,0,17,4,7
48,377,0,0,4,8
23,377,0,0,4,8
75,378,0,0,8,3
71,378,0,0,8,3
52,379,0,0,8,3
51,379,0,0,8,3
24,379,0,0,8,3
66,380,0,0,5,1
26,381,0,157,8,3
26,381,0,92,8,3
43,382,0,0,5,6
41,382,0,42,5,6
9,382,121,0,5,6
7,382,133,0,5,6
35,383,0,42,8,3
28,383,0,91,8,3
51,384,0,0,2,1
50,384,0,0,2,1
24,384,0,42,2,1
24,384,177,0,2,1
22,384,177,0,2,1
1,384,0,0,2,1
63,385,0,0,4,1
62,385,0,49,4,1
62,386,0,0,8,5
61,386,0,0,8,5
43,387,0,157,8,3
43,387,0,0,8,3
18,387,177,0,8,3
12,387,98,0,8,3
33,388,0,0,5,4
29,388,0,138,5,4
31,389,0,0,1,2
26,389,0,0,1,2
5,389,68,0,1,2
2,389,0,0,1,2
70,390,0,0,6,8
67,390,0,0,6,8
29,391,0,0,7,1
28,391,0,0,7,1
10,391,114,0,7,1
8,391,49,0,7,1
6,391,102,0,7,1
1,391,0,0,7,1
73,392,0,0,1,4
