"hh_id","latitude","longitude","size"
190,51.1342,4.19322,2
191,51.0267,4.26752,4
192,51.123,4.567,5
193,50.85,4.348,2
194,50.9288,4.74005,3
195,51.0505,4.68184,1
196,50.9723,4.20722,4
197,51.123,4.567,2
198,51.0957,4.69413,5
199,51.0176,4.5179,5
200,50.85,4.348,4
201,50.9037,4.22118,4
202,51.0128,4.24723,3
203,51.0074,4.40208,4
204,51.1342,4.19322,2
205,50.9619,4.34004,3
206,51.0553,4.12348,5
207,50.85,4.348,1
208,50.7963,4.57549,2
209,50.9667,4.44674,2
210,51.1009,4.50541,4
211,50.9157,4.14782,1
212,51.123,4.567,2
213,50.8871,4.51624,5
214,51.0275,4.32064,5
215,51.1342,4.19322,2
216,51.0439,4.11888,1
217,51.1239,4.37898,6
218,50.9037,4.22118,4
219,51.1578,4.52742,3
220,51.1355,4.6342,4
221,51.0176,4.5179,1
222,51.123,4.567,4
223,51.123,4.567,4
224,51.2039,4.40268,2
225,50.8962,4.64671,4
226,51.0128,4.24723,2
227,50.9499,4.16434,2
228,51.1847,4.60648,5
229,51.0268,4.61887,3
230,50.8182,4.40338,3
231,50.9723,4.20722,2
232,50.8962,4.64671,4
233,50.9255,4.3268,3
234,51.0893,4.59362,2
235,50.9466,4.58296,4
236,51.0128,4.24723,2
237,51.123,4.567,3
238,51.0268,4.61887,4
239,50.85,4.348,2
240,51.0439,4.11888,4
241,50.9196,4.49066,4
242,51.1342,4.19322,3
243,50.9157,4.14782,2
244,50.85,4.348,3
245,50.85,4.348,5
246,51.123,4.567,3
247,50.9619,4.34004,4
248,50.9119,4.12786,4
249,51.1068,4.56582,3
250,51.0128,4.24723,3
251,50.8979,4.34586,5
252,50.8541,4.21542,5
253,50.9119,4.12786,1
254,50.8541,4.21542,3
255,50.85,4.348,3
256,51.1122,4.41778,1
257,50.7905,4.29069,6
258,51.0176,4.5179,3
259,51.0893,4.59362,2
260,50.9157,4.14782,3
261,50.8607,4.6475,1
262,51.1009,4.50541,4
263,51.1847,4.60648,2
264,50.9383,4.54824,3
265,50.9619,4.34004,3
266,51.1847,4.60648,1
267,51.1482,4.41224,5
268,50.8607,4.6475,2
269,50.7709,4.48081,4
270,51.0176,4.5179,4
271,50.8883,4.2129,4
272,50.85,4.348,6
273,51.0012,4.80215,1
274,50.85,4.348,2
275,51.1482,4.41224,2
276,50.8962,4.64671,2
277,50.9288,4.74005,2
278,51.0128,4.24723,4
279,50.9975,4.43651,3
280,50.9288,4.74005,5
281,50.9302,4.77949,4
282,50.8406,4.50279,2
283,50.85,4.348,1
284,50.85,4.348,3
285,50.8841,4.54869,2
286,50.8607,4.6475,1
287,50.8883,4.2129,3
288,50.85,4.348,1
289,51.0436,4.71779,2
290,50.8401,4.62492,5
291,50.7963,4.57549,5
292,50.9499,4.16434,5
293,51.1847,4.60648,3
294,51.123,4.567,1
295,50.7635,4.47713,1
296,51.1448,4.25438,1
297,51.2039,4.40268,5
298,51.0128,4.24723,4
299,50.9196,4.49066,4
300,50.8962,4.64671,2
301,51.1355,4.6342,1
302,50.9383,4.54824,3
303,51.1111,4.64024,2
304,51.0893,4.59362,3
305,51.0893,4.59362,3
306,51.1239,4.37898,4
307,51.0176,4.5179,4
308,51.123,4.567,2
309,50.85,4.348,3
310,50.85,4.348,4
311,51.1342,4.19322,4
312,50.8635,4.5184,1
313,50.9343,4.63916,2
314,50.8962,4.64671,1
315,50.8841,4.54869,5
316,50.8962,4.64671,4
317,50.8182,4.40338,2
318,50.9667,4.44674,4
319,50.9119,4.12786,6
320,51.1847,4.60648,1
321,50.9723,4.20722,2
322,51.0436,4.71779,2
323,50.8388,4.51016,3
324,50.9499,4.16434,7
325,51.123,4.567,2
326,50.85,4.348,2
327,50.9975,4.43651,2
328,50.8607,4.6475,1
329,50.7635,4.47713,3
330,50.9667,4.44674,3
331,50.8979,4.34586,7
332,51.0176,4.5179,3
333,50.85,4.348,3
334,50.9157,4.14782,3
335,50.9157,4.14782,3
336,50.8883,4.2129,2
337,51.1009,4.50541,3
338,51.0196,4.12067,2
339,51.0186,4.22371,4
340,50.9288,4.74005,3
341,50.8541,4.21542,4
342,50.85,4.348,1
343,50.8607,4.6475,1
344,51.1239,4.37898,2
345,50.7671,4.3742,2
346,51.1482,4.41224,3
347,51.2039,4.40268,4
348,50.85,4.348,2
349,50.85,4.348,2
350,51.1578,4.52742,4
351,50.85,4.348,3
352,50.9797,4.2662,4
353,51.0436,4.71779,3
354,51.0012,4.80215,3
355,50.8962,4.64671,2
356,51.0439,4.11888,1
357,50.8928,4.52268,1
358,51.0128,4.24723,1
359,51.123,4.567,4
360,51.0275,4.32064,3
361,51.1578,4.52742,4
362,51.0186,4.22371,3
363,50.9466,4.58296,2
364,51.0439,4.11888,3
365,51.0439,4.11888,3
366,51.0436,4.71779,5
367,51.0186,4.22371,2
368,50.7635,4.47713,2
369,51.0196,4.12067,2
370,51.1111,4.64024,3
371,50.85,4.348,5
372,50.8979,4.34586,1
373,51.0196,4.12067,4
374,50.9343,4.63916,3
375,50.8388,4.51016,2
376,50.8962,4.64671,1
377,50.8962,4.64671,2
378,50.7709,4.48081,2
379,50.9288,4.74005,3
380,51.1111,4.64024,1
381,51.1111,4.64024,2
382,50.9155,4.17075,4
383,51.1195,4.65719,2
384,51.0957,4.69413,6
385,51.0268,4.61887,2
386,50.9499,4.16434,2
387,50.9119,4.12786,4
388,50.9288,4.74005,2
389,50.9797,4.2662,4
390,51.0957,4.69413,2
391,51.0893,4.59362,6
392,50.7963,4.57549,5
393,50.8182,4.40338,2
394,50.85,4.348,1
395,51.0196,4.12067,4
396,51.1342,4.19322,1
397,51.0128,4.24723,5
398,50.9667,4.44674,2
399,50.8928,4.52268,3
400,50.8182,4.40338,2
401,50.7635,4.47713,2
402,50.9667,4.44674,5
403,51.1482,4.41224,3
404,51.1009,4.50541,4
405,51.123,4.567,2
406,50.9196,4.49066,3
407,51.0074,4.40208,3
408,51.0196,4.12067,4
409,51.0893,4.59362,5
410,50.8635,4.5184,2
411,51.1482,4.41224,4
412,51.123,4.567,1
413,51.1976,4.55983,5
414,50.9723,4.20722,6
415,50.7963,4.57549,5
416,51.0128,4.24723,4
417,50.9975,4.43651,1
418,51.1342,4.19322,4
419,51.1342,4.19322,5
420,50.9037,4.22118,1
421,51.1239,4.37898,3
422,51.1588,4.33901,4
423,50.769,4.42994,1
424,50.9119,4.12786,2
425,50.7671,4.3742,2
426,50.8388,4.51016,2
427,51.1342,4.19322,3
428,50.9797,4.2662,3
429,50.85,4.348,1
430,50.9343,4.63916,5
431,50.7963,4.57549,2
432,51.0268,4.61887,1
433,50.9071,4.41936,4
434,51.1342,4.19322,5
435,50.9383,4.54824,4
436,50.9119,4.12786,5
437,51.0196,4.12067,4
438,51.0268,4.61887,4
439,51.0553,4.12348,4
440,51.0012,4.80215,4
441,50.9119,4.12786,2
442,50.9196,4.49066,1
443,50.9196,4.49066,5
444,51.0957,4.69413,4
445,51.0505,4.68184,2
446,51.1111,4.64024,1
447,51.0128,4.24723,2
448,51.1355,4.6342,2
449,50.7635,4.47713,2
450,51.0505,4.68184,3
451,50.9379,4.23307,1
452,51.1111,4.64024,4
453,50.9619,4.34004,1
454,50.85,4.348,1
455,51.123,4.567,1
456,51.2039,4.40268,4
457,51.1502,4.6822,4
458,50.8182,4.40338,2
459,50.9343,4.63916,4
460,50.9037,4.22118,5
461,50.8962,4.64671,3
462,51.123,4.567,4
463,50.8607,4.6475,2
464,51.1578,4.52742,4
465,50.85,4.348,5
466,51.0268,4.61887,4
467,50.7861,4.36589,2
468,50.9499,4.16434,2
469,51.123,4.567,5
470,51.0995,4.54396,4
471,50.85,4.348,3
472,51.0012,4.80215,3
473,50.9499,4.16434,1
474,50.85,4.348,5
475,50.85,4.348,4
476,51.1009,4.50541,5
477,50.85,4.348,4
478,51.0275,4.32064,3
479,50.85,4.348,2
480,51.0893,4.59362,3
481,51.0436,4.71779,4
482,51.1976,4.55983,3
483,51.1342,4.19322,2
484,51.1068,4.56582,4
485,51.1072,4.36468,4
486,50.9119,4.12786,4
487,51.1502,4.6822,5
488,50.85,4.348,3
489,50.9255,4.3268,3
490,50.764,4.43363,5
491,50.7709,4.48081,3
492,50.7963,4.57549,2
493,51.0196,4.12067,3
494,50.9466,4.58296,3
495,51.123,4.567,2
496,51.1111,4.64024,2
497,50.9723,4.20722,2
498,51.123,4.567,4
499,50.85,4.348,4
500,50.9667,4.44674,2
501,50.7963,4.57549,6
502,50.7709,4.48081,4
503,51.1976,4.55983,2
504,51.123,4.567,3
505,50.9379,4.23307,3
506,50.9288,4.74005,4
507,50.8541,4.21542,6
508,50.9037,4.22118,2
509,50.8388,4.51016,2
510,51.1347,4.47674,5
511,50.9302,4.77949,2
512,51.0128,4.24723,4
513,50.8388,4.51016,4
514,51.1009,4.50541,2
515,50.9196,4.49066,4
516,50.85,4.348,4
517,50.9343,4.63916,4
518,50.9244,4.60955,4
519,50.9667,4.44674,2
520,51.1111,4.64024,3
521,50.9619,4.34004,1
522,51.1195,4.65719,4
523,51.1239,4.37898,2
524,51.0012,4.80215,2
525,50.7635,4.47713,2
526,50.9466,4.58296,2
527,50.9157,4.14782,1
528,50.85,4.348,2
529,50.7963,4.57549,3
530,50.9196,4.49066,4
531,50.8388,4.51016,1
532,50.85,4.348,2
533,51.0196,4.12067,2
534,50.85,4.348,4
535,51.0128,4.24723,5
536,51.0957,4.69413,5
537,50.9723,4.20722,2
538,51.0439,4.11888,4
539,50.9667,4.44674,1
540,51.1555,4.40416,1
541,50.9288,4.74005,5
542,51.1976,4.55983,2
543,50.85,4.348,2
544,50.9379,4.23307,4
545,51.0436,4.71779,4
546,51.1847,4.60648,2
547,50.9119,4.12786,2
548,50.9071,4.41936,3
549,51.0186,4.22371,2
550,50.8883,4.2129,3
551,50.85,4.348,3
552,51.1502,4.6822,3
553,50.85,4.348,5
554,51.0196,4.12067,2
555,50.85,4.348,4
556,50.8883,4.2129,2
557,50.9975,4.43651,2
558,50.9196,4.49066,1
559,51.0176,4.5179,2
560,51.2039,4.40268,2
561,51.1355,4.6342,2
562,50.85,4.348,4
563,51.0957,4.69413,2
564,50.7709,4.48081,2
565,50.9157,4.14782,3
566,51.0012,4.80215,2
567,50.9667,4.44674,5
568,50.9302,4.77949,3
569,50.9255,4.3268,4
570,50.764,4.43363,1
571,50.9499,4.16434,2
572,51.123,4.567,1
573,50.9343,4.63916,1
574,51.123,4.567,2
575,50.9466,4.58296,4
576,50.9723,4.20722,4
577,51.1355,4.6342,2
578,50.9975,4.43651,4
579,51.051,4.43427,3
580,51.0196,4.12067,4
581,50.7963,4.57549,2
582,51.0012,4.80215,5
583,51.0186,4.22371,4
584,51.0196,4.12067,2
585,51.1009,4.50541,3
586,51.0186,4.22371,3
587,50.8388,4.51016,4
588,50.7635,4.47713,3
589,50.85,4.348,4
590,50.85,4.348,3
591,51.1976,4.55983,3
592,50.9302,4.77949,5
593,50.8871,4.51624,2
594,51.0176,4.5179,4
595,50.85,4.348,3
596,51.0439,4.11888,3
597,50.9499,4.16434,1
598,51.2039,4.40268,2
599,50.8541,4.21542,4
600,50.9667,4.44674,4
601,50.85,4.348,5
602,50.7963,4.57549,5
603,51.1009,4.50541,2
604,51.0505,4.68184,4
605,51.0128,4.24723,3
606,51.1195,4.65719,10
607,50.85,4.348,5
608,50.769,4.42994,2
609,51.0267,4.26752,8
610,51.0505,4.68184,2
611,51.0893,4.59362,3
612,51.1847,4.60648,2
613,50.9244,4.60955,1
614,51.0505,4.68184,3
615,51.0436,4.71779,5
616,50.9196,4.49066,3
617,51.123,4.567,3
618,51.1111,4.64024,1
619,50.8962,4.64671,2
620,50.7635,4.47713,5
621,50.8979,4.34586,2
622,51.0176,4.5179,3
623,51.0275,4.32064,4
624,51.123,4.567,2
625,50.9157,4.14782,3
626,51.2039,4.40268,3
627,51.1195,4.65719,4
628,51.1111,4.64024,1
629,50.8388,4.51016,4
630,50.9343,4.63916,5
631,51.0893,4.59362,2
632,50.9723,4.20722,4
633,50.9383,4.54824,4
634,50.9037,4.22118,4
635,50.9155,4.17075,4
636,51.0436,4.71779,3
637,51.0196,4.12067,2
638,50.9667,4.44674,5
639,51.123,4.567,5
640,51.1342,4.19322,1
641,51.1009,4.50541,5
642,51.0196,4.12067,2
643,51.0012,4.80215,3
644,50.7635,4.47713,4
645,50.9975,4.43651,2
646,50.9119,4.12786,3
647,50.8182,4.40338,1
648,50.8388,4.51016,4
649,51.1482,4.41224,3
650,50.7635,4.47713,4
651,50.9975,4.43651,4
652,50.7963,4.57549,2
653,51.123,4.567,2
654,50.9667,4.44674,2
655,51.0439,4.11888,2
656,50.85,4.348,4
657,51.1111,4.64024,3
658,50.7635,4.47713,2
659,50.8607,4.6475,3
660,51.1847,4.60648,3
661,50.85,4.348,3
662,50.8388,4.51016,5
663,51.1195,4.65719,2
664,50.7635,4.47713,3
665,51.0186,4.22371,5
666,50.8607,4.6475,4
667,51.1239,4.37898,3
668,50.9037,4.22118,3
669,51.123,4.567,2
670,50.9196,4.49066,1
671,50.9383,4.54824,4
672,50.8607,4.6475,3
673,50.9466,4.58296,2
674,50.7635,4.47713,4
675,50.9244,4.60955,4
676,50.8979,4.34586,4
677,50.9975,4.43651,3
678,50.85,4.348,6
679,51.1009,4.50541,2
680,51.0436,4.71779,1
681,50.7709,4.48081,5
682,50.85,4.348,2
683,50.9037,4.22118,4
684,51.0275,4.32064,5
685,50.85,4.348,2
686,51.1239,4.37898,3
687,50.85,4.348,2
688,50.9302,4.77949,4
689,51.0128,4.24723,2
690,51.0196,4.12067,7
691,50.85,4.348,2
692,50.85,4.348,4
693,50.9723,4.20722,2
694,51.1502,4.6822,1
695,51.1847,4.60648,4
696,51.0439,4.11888,2
697,50.8979,4.34586,4
698,50.9288,4.74005,4
699,51.0128,4.24723,1
700,51.123,4.567,4
701,50.8541,4.21542,2
702,50.85,4.348,1
703,51.0957,4.69413,1
704,51.0267,4.26752,4
705,50.9119,4.12786,2
706,51.0505,4.68184,2
707,51.0893,4.59362,5
708,50.8635,4.5184,4
709,51.0553,4.12348,2
710,50.9288,4.74005,8
711,51.0176,4.5179,2
712,50.85,4.348,3
713,51.1578,4.52742,5
714,51.123,4.567,2
715,50.85,4.348,2
716,51.0128,4.24723,4
717,51.1578,4.52742,1
718,50.9499,4.16434,4
719,51.0957,4.69413,2
720,50.85,4.348,3
721,50.85,4.348,2
722,50.9119,4.12786,2
723,50.7709,4.48081,1
724,50.7635,4.47713,3
725,50.8841,4.54869,2
726,50.9379,4.23307,3
727,51.1239,4.37898,2
728,51.123,4.567,1
729,50.85,4.348,1
730,50.85,4.348,3
731,51.1976,4.55983,2
732,50.8607,4.6475,2
733,51.1976,4.55983,3
734,50.9723,4.20722,1
735,50.8962,4.64671,4
736,51.0893,4.59362,4
737,50.9196,4.49066,4
738,51.0553,4.12348,4
739,51.1111,4.64024,4
740,50.9383,4.54824,1
741,50.9288,4.74005,3
742,51.1111,4.64024,1
743,50.85,4.348,5
744,51.1847,4.60648,2
745,50.7929,4.54315,6
746,51.1482,4.41224,6
747,51.1068,4.56582,5
748,50.9975,4.43651,2
749,50.9196,4.49066,3
750,50.8182,4.40338,3
751,51.1847,4.60648,3
752,50.8541,4.21542,4
753,51.1347,4.47674,2
754,50.9975,4.43651,3
755,50.85,4.348,3
756,50.85,4.348,1
757,51.0893,4.59362,4
758,50.85,4.348,3
759,51.123,4.567,4
760,50.9466,4.58296,3
761,50.8979,4.34586,3
762,50.9379,4.23307,4
763,50.9667,4.44674,2
764,50.85,4.348,4
765,51.0268,4.61887,3
766,51.0176,4.5179,1
767,50.9288,4.74005,6
768,51.0711,4.15001,4
769,50.9379,4.23307,5
770,50.8607,4.6475,6
771,50.85,4.348,1
772,50.85,4.348,2
773,51.0505,4.68184,2
774,50.9255,4.3268,1
775,51.0275,4.32064,4
776,51.0176,4.5179,4
777,50.7963,4.57549,5
778,50.8388,4.51016,3
779,51.0012,4.80215,4
780,50.9302,4.77949,2
781,51.1195,4.65719,4
782,50.9975,4.43651,2
783,50.85,4.348,2
784,51.123,4.567,1
785,50.9071,4.41936,2
786,51.123,4.567,1
787,50.9667,4.44674,2
788,51.0439,4.11888,3
789,51.1555,4.40416,2
790,51.1009,4.50541,2
791,51.0128,4.24723,2
792,50.9499,4.16434,3
793,50.85,4.348,2
794,50.85,4.348,4
795,50.9255,4.3268,4
796,51.1342,4.19322,5
797,50.85,4.348,3
798,51.1111,4.64024,4
799,50.9499,4.16434,2
800,50.9119,4.12786,3
801,50.8928,4.52268,2
802,51.123,4.567,6
803,50.7671,4.3742,5
804,50.7671,4.3742,2
805,50.85,4.348,2
806,50.85,4.348,6
807,51.0267,4.26752,3
808,51.1239,4.37898,4
809,51.0267,4.26752,1
810,50.9288,4.74005,3
811,50.9302,4.77949,2
812,51.0893,4.59362,3
813,50.85,4.348,5
814,51.1482,4.41224,1
815,50.9157,4.14782,1
816,51.0893,4.59362,4
817,51.1009,4.50541,3
818,50.7963,4.57549,5
819,51.0074,4.40208,5
820,51.1847,4.60648,4
821,50.8541,4.21542,3
822,51.1342,4.19322,2
823,51.1847,4.60648,4
824,50.9196,4.49066,3
825,51.123,4.567,2
826,51.0553,4.12348,4
827,50.85,4.348,5
828,50.9196,4.49066,1
829,50.8883,4.2129,3
830,50.9667,4.44674,4
831,51.1195,4.65719,4
832,50.9196,4.49066,1
833,51.0196,4.12067,3
834,50.9302,4.77949,5
835,51.0893,4.59362,4
836,50.7861,4.36589,2
837,50.8182,4.40338,2
838,50.85,4.348,2
839,50.7709,4.48081,2
840,51.0275,4.32064,1
841,50.8388,4.51016,1
842,51.0275,4.32064,1
843,50.7709,4.48081,1
844,50.9255,4.3268,3
845,50.7709,4.48081,1
846,50.7963,4.57549,2
847,51.1578,4.52742,2
848,50.8541,4.21542,4
849,51.0436,4.71779,3
850,51.0893,4.59362,3
851,51.123,4.567,2
852,51.0176,4.5179,3
853,51.0436,4.71779,3
854,50.9466,4.58296,1
855,51.1482,4.41224,1
856,51.0012,4.80215,2
857,50.8607,4.6475,3
858,50.8182,4.40338,3
859,51.2039,4.40268,4
860,50.9255,4.3268,3
861,50.7929,4.54315,2
862,50.8607,4.6475,1
863,51.1482,4.41224,2
864,50.9383,4.54824,3
865,50.85,4.348,3
866,50.9119,4.12786,4
867,50.7671,4.3742,4
868,51.0893,4.59362,4
869,50.8841,4.54869,4
870,50.7671,4.3742,3
871,51.1847,4.60648,1
872,50.85,4.348,1
873,50.8928,4.52268,4
874,51.1009,4.50541,3
875,50.8182,4.40338,2
876,50.9196,4.49066,2
877,50.7635,4.47713,3
878,51.1347,4.47674,4
879,51.1239,4.37898,3
880,51.0128,4.24723,4
881,51.1111,4.64024,5
882,50.85,4.348,2
883,50.9288,4.74005,2
884,51.1239,4.37898,2
885,50.9667,4.44674,4
886,50.8182,4.40338,4
887,50.7709,4.48081,3
888,51.0267,4.26752,5
889,50.9466,4.58296,3
890,50.9255,4.3268,2
891,50.9466,4.58296,2
892,51.0957,4.69413,2
893,50.85,4.348,1
894,50.8979,4.34586,4
895,50.9288,4.74005,3
896,50.85,4.348,4
897,51.1355,4.6342,2
898,50.9288,4.74005,2
899,51.1068,4.56582,2
900,51.0176,4.5179,3
901,51.0275,4.32064,2
902,50.9667,4.44674,2
903,50.9162,4.40068,4
904,50.7861,4.36589,1
905,50.9157,4.14782,2
906,50.7709,4.48081,5
907,51.123,4.567,2
908,51.123,4.567,2
909,50.9196,4.49066,6
910,50.8962,4.64671,1
911,51.1847,4.60648,2
912,51.0186,4.22371,4
913,51.0893,4.59362,2
914,51.123,4.567,2
915,50.9975,4.43651,2
916,50.8928,4.52268,1
917,51.1578,4.52742,2
918,50.8541,4.21542,4
919,51.1342,4.19322,5
920,51.0267,4.26752,2
921,50.9383,4.54824,1
922,51.0267,4.26752,4
923,50.9619,4.34004,4
924,50.8388,4.51016,4
925,50.9255,4.3268,4
926,51.1072,4.36468,4
927,51.0176,4.5179,2
928,51.0196,4.12067,2
929,50.8841,4.54869,4
930,50.9499,4.16434,2
931,51.0128,4.24723,4
932,50.8388,4.51016,3
933,50.8962,4.64671,3
934,51.1195,4.65719,1
935,51.0893,4.59362,2
936,51.1976,4.55983,1
937,50.9499,4.16434,1
938,51.0275,4.32064,4
939,50.9302,4.77949,3
940,50.769,4.42994,5
941,51.0196,4.12067,2
942,50.9975,4.43651,3
943,50.9196,4.49066,2
944,51.1482,4.41224,3
945,50.9379,4.23307,3
946,51.1239,4.37898,4
947,50.7671,4.3742,5
948,51.123,4.567,3
949,51.1009,4.50541,1
950,50.9379,4.23307,1
951,50.9379,4.23307,3
952,50.9667,4.44674,2
953,50.8979,4.34586,2
954,50.9157,4.14782,4
955,50.9466,4.58296,4
956,51.0268,4.61887,2
957,50.8928,4.52268,1
958,50.85,4.348,3
959,51.0505,4.68184,4
960,51.2039,4.40268,3
961,51.0893,4.59362,3
962,50.7963,4.57549,1
963,51.123,4.567,1
964,51.1578,4.52742,5
965,51.027,4.63795,3
966,51.0439,4.11888,4
967,50.9499,4.16434,4
968,51.123,4.567,1
969,51.0553,4.12348,2
970,51.1355,4.6342,1
971,50.85,4.348,4
972,50.8962,4.64671,4
973,50.85,4.348,2
974,51.1068,4.56582,4
975,51.123,4.567,3
976,51.2039,4.40268,3
977,51.1847,4.60648,2
978,51.1068,4.56582,2
979,51.1555,4.40416,3
980,51.1847,4.60648,1
981,51.1588,4.33901,3
982,51.0012,4.80215,6
983,51.0196,4.12067,5
984,51.123,4.567,4
985,50.8182,4.40338,3
986,51.123,4.567,4
987,51.0893,4.59362,2
988,50.85,4.348,4
989,51.1578,4.52742,2
990,50.85,4.348,3
991,51.0128,4.24723,2
992,51.0505,4.68184,1
993,50.8388,4.51016,3
994,50.9466,4.58296,4
995,50.9255,4.3268,4
996,51.0268,4.61887,5
997,50.7709,4.48081,3
998,51.1195,4.65719,4
999,50.8928,4.52268,6
1000,50.9499,4.16434,4
1001,50.7709,4.48081,3
1002,50.9619,4.34004,2
1003,50.7635,4.47713,3
1004,50.9499,4.16434,4
1005,51.123,4.567,3
1006,51.0128,4.24723,2
1007,50.8541,4.21542,2
1008,51.1239,4.37898,2
1009,50.9619,4.34004,2
1010,51.027,4.63795,1
1011,51.1578,4.52742,4
1012,50.8871,4.51624,2
1013,50.9196,4.49066,4
1014,50.85,4.348,3
1015,50.85,4.348,4
1016,51.1009,4.50541,2
1017,50.8406,4.50279,5
1018,50.85,4.348,2
1019,51.123,4.567,2
1020,50.7709,4.48081,2
